institute,quota,category,closing_rank,candidates_seen,state
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,General,5253,6,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,OBC,6356,4,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,SC,10917,2,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,ST,12019,1,Haryana
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,EWS,7810,3,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,General,25071,9,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,OBC,7224,5,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,SC,11998,1,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,ST,12644,1,Maharashtra
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,EWS,4616,1,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,General,21926,4,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,OBC,4706,5,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,SC,10610,3,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,ST,11549,1,Rajasthan
SILCHAR MEDICAL COLLEGE,AIQ,EWS,8460,3,Assam
SILCHAR MEDICAL COLLEGE,AIQ,General,25876,8,Assam
SILCHAR MEDICAL COLLEGE,AIQ,OBC,7727,4,Assam
SILCHAR MEDICAL COLLEGE,AIQ,SC,11248,2,Assam
SILCHAR MEDICAL COLLEGE,AIQ,ST,12839,2,Assam
SJP Medical College,AIQ,EWS,5639,2,Rajasthan
SJP Medical College,AIQ,General,25778,9,Rajasthan
SJP Medical College,AIQ,OBC,5556,6,Rajasthan
SJP Medical College,AIQ,SC,11150,3,Rajasthan
SJP Medical College,AIQ,ST,12002,1,Rajasthan
SKIMS Medical College,AIQ,EWS,7304,2,Jammu and Kashmir
SKIMS Medical College,AIQ,General,4480,6,Jammu and Kashmir
SKIMS Medical College,AIQ,OBC,6931,4,Jammu and Kashmir
SKIMS Medical College,AIQ,SC,11845,3,Jammu and Kashmir
SKIMS Medical College,AIQ,ST,10871,2,Jammu and Kashmir
SLBS Govt. Medical College,AIQ,EWS,9768,7,Himachal Pradesh
SLBS Govt. Medical College,AIQ,General,9383,14,Himachal Pradesh
SLBS Govt. Medical College,AIQ,OBC,10029,17,Himachal Pradesh
SLBS Govt. Medical College,AIQ,SC,14501,8,Himachal Pradesh
SLBS Govt. Medical College,AIQ,ST,18575,3,Himachal Pradesh
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,EWS,6529,1,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,General,6100,6,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,OBC,6765,5,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,SC,11797,2,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,ST,13362,1,Uttarakhand
SRI KRISHNA MEDICAL COLLEGE,AIQ,EWS,6781,3,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,General,21338,4,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,OBC,5843,7,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,SC,11978,3,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,ST,13048,1,Bihar
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,EWS,21479,4,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,General,21592,43,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,OBC,26107,58,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,SC,21558,18,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,ST,21303,2,Tamil Nadu
SRM Medical College and Hospital,AIQ,EWS,21339,3,Tamil Nadu
SRM Medical College and Hospital,AIQ,General,25301,139,Tamil Nadu
SRM Medical College and Hospital,AIQ,OBC,21736,80,Tamil Nadu
SRM Medical College and Hospital,AIQ,SC,21643,13,Tamil Nadu
SRM Medical College and Hospital,AIQ,ST,21046,2,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,EWS,4690,4,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,General,21197,10,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,OBC,2567,14,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,SC,7809,4,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,ST,11267,3,Tamil Nadu
SUH Maulana Mahmood Hasan Medical College,AIQ,EWS,6045,1,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,General,4756,2,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,OBC,6329,7,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,SC,11581,3,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,ST,12981,2,Uttar Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,EWS,8593,3,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,General,23215,9,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,OBC,8006,6,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,SC,12848,2,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,ST,13323,2,Andhra Pradesh
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,EWS,7505,2,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,General,23807,4,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,OBC,7188,12,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,SC,12221,3,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,ST,13267,1,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,EWS,21196,3,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,General,22092,122,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,OBC,19142,16,Maharashtra
Sagar Dutta Medical College & Hospital,AIQ,EWS,5636,2,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,General,22155,7,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,OBC,5499,5,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,SC,11003,3,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,ST,12893,2,West Bengal
Saheed Laxman Nayak Med. College and Hos.,AIQ,EWS,8438,2,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,General,7911,5,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,OBC,8342,7,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,SC,11803,3,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,ST,13169,1,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,EWS,8896,2,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,General,8217,6,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,OBC,8612,4,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,SC,12575,2,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,ST,13764,1,Odisha
Santosh Medical College and Hospital,AIQ,EWS,20633,2,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,General,25656,109,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,OBC,26077,23,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,SC,26104,6,Uttar Pradesh
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,EWS,8600,2,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,General,24701,7,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,OBC,8167,2,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,SC,12372,2,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,ST,13858,1,West Bengal
Saveetha Medical College,AIQ,General,21086,118,Tamil Nadu
Saveetha Medical College,AIQ,OBC,21077,106,Tamil Nadu
Saveetha Medical College,AIQ,SC,20883,16,Tamil Nadu
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,EWS,5946,1,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,General,21072,4,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,OBC,5900,6,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,SC,11881,3,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,ST,12651,1,Jharkhand
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,EWS,4643,2,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,General,2972,8,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,OBC,4452,6,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,SC,10577,4,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,ST,10734,2,Karnataka
Shri Sathya Sai Medical College and RI,AIQ,EWS,25704,4,Tamil Nadu
Shri Sathya Sai Medical College and RI,AIQ,General,25748,82,Tamil Nadu
Shri Sathya Sai Medical College and RI,AIQ,OBC,26044,121,Tamil Nadu
Shri Sathya Sai Medical College and RI,AIQ,SC,26049,25,Tamil Nadu
Shri Sathya Sai Medical College and RI,AIQ,ST,26035,13,Tamil Nadu
Siddartha Medical College,AIQ,EWS,7680,3,Andhra Pradesh
Siddartha Medical College,AIQ,General,6107,8,Andhra Pradesh
Siddartha Medical College,AIQ,OBC,7405,6,Andhra Pradesh
Siddartha Medical College,AIQ,SC,11379,4,Andhra Pradesh
Siddartha Medical College,AIQ,ST,12751,2,Andhra Pradesh
Sree Balaji Medical College and Hospital,AIQ,EWS,25354,2,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,General,25477,86,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,OBC,25471,131,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,SC,25487,11,Tamil Nadu
Sree Balaji Medical College and Hospital,AIQ,ST,25319,4,Tamil Nadu
Sri Jagannath Medical College & Hospital,AIQ,EWS,7256,2,Odisha
Sri Jagannath Medical College & Hospital,AIQ,General,5111,5,Odisha
Sri Jagannath Medical College & Hospital,AIQ,OBC,6827,4,Odisha
Sri Jagannath Medical College & Hospital,AIQ,SC,11051,2,Odisha
Sri Jagannath Medical College & Hospital,AIQ,ST,12368,1,Odisha
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,EWS,25445,2,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,General,25731,94,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,OBC,25933,107,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,SC,25926,24,Puducherry
Sri Lakshmi Narayana Inst. of Med. Scien.,AIQ,ST,24260,3,Puducherry
Sri Ramachandra Med. College and Res. Inst.,AIQ,General,25686,124,Tamil Nadu
Sri Ramachandra Med. College and Res. Inst.,AIQ,OBC,26032,111,Tamil Nadu
Sri Ramachandra Med. College and Res. Inst.,AIQ,SC,17432,6,Tamil Nadu
Sri Siddhartha Academy T Begur,AIQ,EWS,18254,6,Karnataka
Sri Siddhartha Academy T Begur,AIQ,General,22800,66,Karnataka
Sri Siddhartha Academy T Begur,AIQ,OBC,26096,51,Karnataka
Sri Siddhartha Academy T Begur,AIQ,SC,25972,7,Karnataka
Sri Siddhartha Medical College DU,AIQ,EWS,17266,10,Karnataka
Sri Siddhartha Medical College DU,AIQ,General,25728,96,Karnataka
Sri Siddhartha Medical College DU,AIQ,OBC,24172,58,Karnataka
Sri Siddhartha Medical College DU,AIQ,SC,25750,6,Karnataka
Sri Siddhartha Medical College DU,AIQ,ST,17082,1,Karnataka
Sri Venkateswara Medical College,AIQ,EWS,6850,3,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,General,25179,14,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,OBC,7242,11,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,SC,11431,5,Andhra Pradesh
Sri Venkateswara Medical College,AIQ,ST,12073,2,Andhra Pradesh
Sundarlal patwa Govt medical College mandsaur,AIQ,General,24849,3,
Sundarlal patwa Govt medical College mandsaur,AIQ,OBC,7795,3,
T.D. MEDICAL COLLEGE,AIQ,EWS,8305,3,Kerala
T.D. MEDICAL COLLEGE,AIQ,General,19655,6,Kerala
T.D. MEDICAL COLLEGE,AIQ,OBC,3336,8,Kerala
T.D. MEDICAL COLLEGE,AIQ,SC,11612,4,Kerala
T.D. MEDICAL COLLEGE,AIQ,ST,12015,2,Kerala
THANJAVUR MEDICAL COLL.,AIQ,EWS,8772,3,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,General,4130,1,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,OBC,4906,10,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,SC,11005,4,Tamil Nadu
THANJAVUR MEDICAL COLL.,AIQ,ST,13756,2,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,EWS,8980,1,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,General,5153,6,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,OBC,5534,5,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,SC,11222,2,Tamil Nadu
THENI GOVT. MEDICAL COLLEGE,AIQ,ST,13827,1,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,EWS,9016,3,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,General,23388,6,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,OBC,5628,8,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,SC,11984,3,Tamil Nadu
THOOTHUKUDI MEDICAL COLLEGE,AIQ,ST,13864,2,Tamil Nadu
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,EWS,4131,2,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,General,2645,8,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,OBC,4054,5,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,SC,9799,4,Maharashtra
TOPIWALA NATIONAL MEDICAL COLLEGE,AIQ,ST,11086,2,Maharashtra
Tamralipto Government Medical College & Hospital,AIQ,EWS,7635,1,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,General,8074,5,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,OBC,8429,4,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,SC,12379,2,West Bengal
Tamralipto Government Medical College & Hospital,AIQ,ST,13899,2,West Bengal
Tezpur Medical College,AIQ,EWS,8959,2,Assam
Tezpur Medical College,AIQ,General,8256,3,Assam
Tezpur Medical College,AIQ,OBC,8487,8,Assam
Tezpur Medical College,AIQ,SC,12555,3,Assam
Tezpur Medical College,AIQ,ST,12876,1,Assam
Thiruvannamalai MC,AIQ,EWS,9109,1,Tamil Nadu
Thiruvannamalai MC,AIQ,General,5803,4,Tamil Nadu
Thiruvannamalai MC,AIQ,OBC,6393,6,Tamil Nadu
Thiruvannamalai MC,AIQ,SC,12068,2,Tamil Nadu
Thiruvannamalai MC,AIQ,ST,14067,1,Tamil Nadu
Tinsukia Medical College & Hospital,AIQ,EWS,9135,1,Assam
Tinsukia Medical College & Hospital,AIQ,General,25819,5,Assam
Tinsukia Medical College & Hospital,AIQ,OBC,8883,6,Assam
Tinsukia Medical College & Hospital,AIQ,SC,12977,2,Assam
Tomo Riba Institute Health and Medical Sciences,AIQ,EWS,9026,3,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,General,8268,3,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,OBC,8573,3,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,SC,13042,3,Arunachal Pradesh
Tomo Riba Institute Health and Medical Sciences,AIQ,ST,13346,1,Arunachal Pradesh
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,EWS,7694,2,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,General,22975,5,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,OBC,7430,5,
UNS AUTONOMOUS STATE MEDICAL COLLEGES,AIQ,SC,12278,2,
UTTARANCHAL F HOSP TRUST MC,AIQ,EWS,5909,2,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,General,4559,7,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,OBC,5745,5,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,SC,10908,3,Uttarakhand
UTTARANCHAL F HOSP TRUST MC,AIQ,ST,13006,1,Uttarakhand
University College of Medical Sciences,AIQ,EWS,4644,11,Delhi
University College of Medical Sciences,AIQ,General,24543,70,Delhi
University College of Medical Sciences,AIQ,OBC,5277,40,Delhi
University College of Medical Sciences,AIQ,SC,11397,24,Delhi
University College of Medical Sciences,AIQ,ST,14893,11,Delhi
Uttar Pradesh University of Medical Sciences,AIQ,EWS,5142,4,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,General,4584,10,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,OBC,5054,10,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,SC,11274,4,Uttar Pradesh
Uttar Pradesh University of Medical Sciences,AIQ,ST,12640,2,Uttar Pradesh
V.S.S. MEDICAL COLLEGE,AIQ,EWS,6129,1,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,General,21445,13,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,OBC,6134,8,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,SC,10833,5,Odisha
V.S.S. MEDICAL COLLEGE,AIQ,ST,12628,2,Odisha
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,6055,3,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,General,2925,1,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,5053,8,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,11251,3,Bihar
VARDHMAN INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,11565,2,Bihar
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,EWS,25085,7,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,General,25753,55,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,OBC,25788,60,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,SC,25738,18,Tamil Nadu
VELS MEDICAL COLLEGE & HOSPITAL,AIQ,ST,25260,2,Tamil Nadu
VIJAYNAGAR INST OF MED. SC,AIQ,EWS,7702,3,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,General,21307,13,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,OBC,6816,8,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,SC,11707,4,Karnataka
VIJAYNAGAR INST OF MED. SC,AIQ,ST,11855,2,Karnataka
VMKV Medical College and Hospital,AIQ,General,24885,50,Tamil Nadu
VMKV Medical College and Hospital,AIQ,OBC,24918,82,Tamil Nadu
VMKV Medical College and Hospital,AIQ,SC,24923,17,Tamil Nadu
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,EWS,3030,16,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,General,25896,52,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,OBC,3937,44,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,SC,10141,20,Delhi
Vardhman Mahavir Medical College and Safdarjung Hospital New Delhi,AIQ,ST,13193,11,Delhi
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,EWS,6660,3,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,General,23024,8,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,OBC,6490,5,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,SC,11793,4,Uttarakhand
Veer Chandra Singh Garhwali Govt. Institute of Medical Science & Research,AIQ,ST,13278,2,Uttarakhand
Vinayaka Missions Medical College and Hospital,AIQ,EWS,24090,5,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,General,24233,69,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,OBC,24229,52,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,SC,23611,16,Puducherry
Vinayaka Missions Medical College and Hospital,AIQ,ST,21963,2,Puducherry
Virendra Kumar Sakhlecha Government Medical College,AIQ,General,7334,1,Madhya Pradesh
Virendra Kumar Sakhlecha Government Medical College,AIQ,OBC,7675,3,Madhya Pradesh
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,8992,2,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,General,8041,10,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,8454,6,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,12890,3,Karnataka
YADGIRI INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,13102,1,Karnataka
Yenepoya Medical College,AIQ,EWS,18609,3,Karnataka
Yenepoya Medical College,AIQ,General,25322,99,Karnataka
Yenepoya Medical College,AIQ,OBC,26034,90,Karnataka
Yenepoya Medical College,AIQ,SC,18145,7,Karnataka
ZORAM MEDICAL COLLEGE Falkawn,AIQ,EWS,9120,1,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,General,24742,4,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,OBC,8747,6,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,SC,13063,3,Mizoram
ZORAM MEDICAL COLLEGE Falkawn,AIQ,ST,13200,1,Mizoram
