institute,quota,category,closing_rank,candidates_seen,state
Dr. DY Patil Medical College and Hospt.,AIQ,OBC,26106,40,Maharashtra
Dr. DY Patil Medical College and Hospt.,AIQ,SC,20771,4,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,EWS,24294,13,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,General,25172,80,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,OBC,25187,47,Maharashtra
Dr. DYP Edu. Soc. Deemed Uni.,AIQ,SC,24206,5,Maharashtra
Dr. YS Parmar Govt. Medical College,AIQ,EWS,5432,2,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,General,4635,6,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,OBC,5532,5,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,SC,11344,2,Himachal Pradesh
Dr. YS Parmar Govt. Medical College,AIQ,ST,12320,1,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,EWS,6033,2,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,General,4998,9,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,OBC,5586,4,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,SC,10988,1,Himachal Pradesh
Dr.Radhakrishnan Government Medical College,AIQ,ST,11862,1,Himachal Pradesh
ESI-MC&PGIMS&R,AIQ,EWS,10481,15,Karnataka
ESI-MC&PGIMS&R,AIQ,General,24746,21,Karnataka
ESI-MC&PGIMS&R,AIQ,OBC,10224,29,Karnataka
ESI-MC&PGIMS&R,AIQ,SC,14915,11,Karnataka
ESI-MC&PGIMS&R,AIQ,ST,19757,7,Karnataka
ESIC Medical College,AIQ,EWS,10986,25,Karnataka
ESIC Medical College,AIQ,General,22925,52,Karnataka
ESIC Medical College,AIQ,OBC,10829,80,Karnataka
ESIC Medical College,AIQ,SC,15805,28,Karnataka
ESIC Medical College,AIQ,ST,19907,15,Karnataka
ESIC Medical College & Hospital,AIQ,EWS,10645,8,Bihar
ESIC Medical College & Hospital,AIQ,General,10108,9,Bihar
ESIC Medical College & Hospital,AIQ,OBC,10528,15,Bihar
ESIC Medical College & Hospital,AIQ,SC,15773,7,Bihar
ESIC Medical College & Hospital,AIQ,ST,21352,3,Bihar
ESIC Medical College AND PGIMSR,AIQ,EWS,10767,5,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,General,9628,15,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,OBC,10250,19,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,SC,15325,7,Tamil Nadu
ESIC Medical College AND PGIMSR,AIQ,ST,20089,3,Tamil Nadu
ESIC PGIMSR,AIQ,EWS,11089,10,West Bengal
ESIC PGIMSR,AIQ,General,10835,18,West Bengal
ESIC PGIMSR,AIQ,OBC,11032,35,West Bengal
ESIC PGIMSR,AIQ,SC,15895,11,West Bengal
ESIC PGIMSR,AIQ,ST,21283,6,West Bengal
Employees State Insurance Corporation Medical College,AIQ,EWS,9038,7,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,General,8452,4,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,OBC,9392,14,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,SC,14172,5,Rajasthan
Employees State Insurance Corporation Medical College,AIQ,ST,14670,3,Rajasthan
Fakhruddin Ali Ahmed Medical College,AIQ,EWS,8928,5,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,General,23684,3,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,OBC,8491,4,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,SC,12662,3,Assam
Fakhruddin Ali Ahmed Medical College,AIQ,ST,12949,2,Assam
G.S.V.M. MEDICAL COLLEGE,AIQ,EWS,3770,3,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,General,3213,12,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,OBC,3786,9,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,SC,10294,5,Uttar Pradesh
G.S.V.M. MEDICAL COLLEGE,AIQ,ST,11811,3,Uttar Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,EWS,4878,2,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,General,4167,7,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,OBC,4897,11,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,SC,10795,4,Madhya Pradesh
GAJRA RAJA MEDICAL COLLEGE,AIQ,ST,11601,3,Madhya Pradesh
GANDHI MEDICAL COLLEGE,AIQ,EWS,4314,4,
GANDHI MEDICAL COLLEGE,AIQ,General,3689,13,
GANDHI MEDICAL COLLEGE,AIQ,OBC,4579,12,
GANDHI MEDICAL COLLEGE,AIQ,SC,10687,5,
GANDHI MEDICAL COLLEGE,AIQ,ST,11340,2,
GITAM Institue of Med. Sce. and Res.,AIQ,EWS,21268,4,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,General,24022,81,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,OBC,23595,32,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,SC,23983,6,Andhra Pradesh
GITAM Institue of Med. Sce. and Res.,AIQ,ST,22217,1,Andhra Pradesh
GMC,AIQ,EWS,9073,7,Uttar Pradesh
GMC,AIQ,General,25501,16,Uttar Pradesh
GMC,AIQ,OBC,8587,27,Uttar Pradesh
GMC,AIQ,SC,12303,10,Uttar Pradesh
GMC,AIQ,ST,13898,6,Uttar Pradesh
GMC DAUSA RAJASTHAN,AIQ,EWS,7171,3,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,General,5482,3,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,OBC,6147,5,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,SC,11002,2,Rajasthan
GMC DAUSA RAJASTHAN,AIQ,ST,10951,1,Rajasthan
GMC Jangaon,AIQ,EWS,8199,1,Telangana
GMC Jangaon,AIQ,General,8184,4,Telangana
GMC Jangaon,AIQ,OBC,8532,5,Telangana
GMC Jangaon,AIQ,SC,12661,2,Telangana
GMC Jangaon,AIQ,ST,13428,1,Telangana
GMC KARAULI,AIQ,EWS,6575,1,Rajasthan
GMC KARAULI,AIQ,General,24343,2,Rajasthan
GMC KARAULI,AIQ,OBC,6604,6,Rajasthan
GMC KARAULI,AIQ,SC,11722,3,Rajasthan
GMC KARAULI,AIQ,ST,12621,2,Rajasthan
GMC Kamareddy,AIQ,EWS,9033,2,Telangana
GMC Kamareddy,AIQ,General,8543,4,Telangana
GMC Kamareddy,AIQ,OBC,8683,6,Telangana
GMC Kamareddy,AIQ,SC,12393,1,Telangana
GMC Kamareddy,AIQ,ST,13608,1,Telangana
GMERS Medical College,AIQ,EWS,8871,8,Gujarat
GMERS Medical College,AIQ,General,26065,23,Gujarat
GMERS Medical College,AIQ,OBC,8411,21,Gujarat
GMERS Medical College,AIQ,SC,12526,11,Gujarat
GMERS Medical College,AIQ,ST,13310,6,Gujarat
GOA MEDICAL COLLEGE,AIQ,EWS,5256,1,Goa
GOA MEDICAL COLLEGE,AIQ,General,22709,11,Goa
GOA MEDICAL COLLEGE,AIQ,OBC,6167,6,Goa
GOA MEDICAL COLLEGE,AIQ,SC,11054,3,Goa
GOA MEDICAL COLLEGE,AIQ,ST,12551,1,Goa
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,EWS,8154,2,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,General,7128,3,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,OBC,7620,7,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,SC,12187,2,Maharashtra
GOVERMENT MEDICAL COLLEGE NANDURBAR MAHARARASTRA,AIQ,ST,13119,1,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,EWS,9046,19,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,General,24525,72,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,OBC,8734,68,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,SC,13009,30,Maharashtra
GOVERNMENT MEDICAL COLLEGE,AIQ,ST,13807,14,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,EWS,7743,1,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,General,24084,6,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,OBC,7762,4,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,SC,12201,3,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND GENERAL HOSPITAL,AIQ,ST,13575,1,Maharashtra
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,EWS,1649,3,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,General,17905,8,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,OBC,1636,5,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,SC,5962,4,Chandigarh
GOVERNMENT MEDICAL COLLEGE AND HOSPITAL,AIQ,ST,9278,2,Chandigarh
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,EWS,9008,2,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,General,7848,3,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,OBC,8644,6,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,SC,12867,2,Telangana
GOVERNMENT MEDICAL COLLEGE Karimnagar Telangana,AIQ,ST,13678,1,Telangana
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,EWS,9101,3,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,General,24681,6,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,OBC,8617,7,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,SC,12846,3,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE MACHILIPATNAM,AIQ,ST,13816,2,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,EWS,9037,2,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,General,25825,7,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,OBC,8711,8,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,SC,12799,2,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE NANDYAL,AIQ,ST,13814,1,Andhra Pradesh
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,EWS,7351,1,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,General,7321,4,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,OBC,7604,6,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,SC,12389,2,Bihar
GOVERNMENT MEDICAL COLLEGE PURNEA,AIQ,ST,13375,1,Bihar
GOVT MEDICAL COLLEGE,AIQ,EWS,9126,2,Telangana
GOVT MEDICAL COLLEGE,AIQ,General,25752,9,Telangana
GOVT MEDICAL COLLEGE,AIQ,OBC,8816,6,Telangana
GOVT MEDICAL COLLEGE,AIQ,SC,13010,2,Telangana
GOVT MEDICAL COLLEGE,AIQ,ST,13842,1,Telangana
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,EWS,9090,1,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,General,8517,3,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,OBC,8696,10,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,SC,12817,3,Andhra Pradesh
GOVT MEDICAL COLLEGE VIZIANAGARAM,AIQ,ST,13897,2,Andhra Pradesh
GOVT. DHARAMAPURI MED COLL,AIQ,EWS,9012,1,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,General,5465,5,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,OBC,5694,6,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,SC,11961,2,Tamil Nadu
GOVT. DHARAMAPURI MED COLL,AIQ,ST,13597,1,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,EWS,6173,2,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,General,2486,7,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,OBC,3360,8,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,SC,9234,4,Tamil Nadu
GOVT. KILPAUK MEDICAL COLLEGE,AIQ,ST,12225,1,Tamil Nadu
GOVT. MEDICAL COLLEGE,AIQ,EWS,8589,20,Kerala
GOVT. MEDICAL COLLEGE,AIQ,General,25281,61,Maharashtra
GOVT. MEDICAL COLLEGE,AIQ,OBC,5397,66,Kerala
GOVT. MEDICAL COLLEGE,AIQ,SC,11531,31,Maharashtra
GOVT. MEDICAL COLLEGE,AIQ,ST,13549,13,Kerala
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,EWS,8864,1,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,General,26024,5,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,OBC,4973,5,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,SC,11118,1,Tamil Nadu
GOVT. MOHAN KUMARAMANGALAM M.C.,AIQ,ST,13527,2,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,EWS,5780,2,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,General,21393,4,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,OBC,4394,5,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,SC,11270,3,Tamil Nadu
GOVT. VELLORE MEDICAL COLLEGE,AIQ,ST,11885,1,Tamil Nadu
GOVT.MEDICAL COLLEGE,AIQ,EWS,8014,12,Kerala
GOVT.MEDICAL COLLEGE,AIQ,General,26070,45,Kerala
GOVT.MEDICAL COLLEGE,AIQ,OBC,5130,48,Kerala
GOVT.MEDICAL COLLEGE,AIQ,SC,11598,18,Kerala
GOVT.MEDICAL COLLEGE,AIQ,ST,12183,10,Kerala
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,EWS,3429,3,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,General,18760,16,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,OBC,3214,10,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,SC,9660,6,Maharashtra
GRANT MEDICAL COLL & SIR J.J.HOSP,AIQ,ST,10801,3,Maharashtra
GTMC,AIQ,EWS,8807,1,Tamil Nadu
GTMC,AIQ,General,6234,3,Tamil Nadu
GTMC,AIQ,OBC,6505,7,Tamil Nadu
GTMC,AIQ,SC,12261,2,Tamil Nadu
GTMC,AIQ,ST,13996,2,Tamil Nadu
GUNTUR MEDICAL COLLEGE,AIQ,EWS,5456,4,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,General,4389,12,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,OBC,5510,11,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,SC,11009,6,Andhra Pradesh
GUNTUR MEDICAL COLLEGE,AIQ,ST,11924,2,Andhra Pradesh
GURU GOVIND SINGH MED COLL,AIQ,EWS,5099,2,Punjab
GURU GOVIND SINGH MED COLL,AIQ,General,4313,9,Punjab
GURU GOVIND SINGH MED COLL,AIQ,OBC,5370,5,Punjab
GURU GOVIND SINGH MED COLL,AIQ,SC,11326,4,Punjab
GURU GOVIND SINGH MED COLL,AIQ,ST,12707,2,Punjab
GUWAHATI MEDICAL COLLEGE,AIQ,EWS,5077,4,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,General,4239,9,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,OBC,6462,8,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,SC,10495,4,Assam
GUWAHATI MEDICAL COLLEGE,AIQ,ST,11607,2,Assam
GVMC,AIQ,EWS,9064,2,Tamil Nadu
GVMC,AIQ,General,5536,5,Tamil Nadu
GVMC,AIQ,OBC,5858,5,Tamil Nadu
GVMC,AIQ,SC,11738,2,Tamil Nadu
GVMC,AIQ,ST,11558,1,Tamil Nadu
Gadag Institute of Medical Sciences,AIQ,EWS,8658,2,Karnataka
Gadag Institute of Medical Sciences,AIQ,General,7373,6,Karnataka
Gadag Institute of Medical Sciences,AIQ,OBC,7882,9,Karnataka
Gadag Institute of Medical Sciences,AIQ,SC,12578,4,Karnataka
Gadag Institute of Medical Sciences,AIQ,ST,13238,2,Karnataka
Gandhi Medical College Musheerabad Secunderabad,AIQ,EWS,3288,3,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,General,19547,13,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,OBC,3818,7,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,SC,9485,4,Telangana
Gandhi Medical College Musheerabad Secunderabad,AIQ,ST,10510,2,Telangana
General PwD,AIQ,General,25874,165,
Gmc,AIQ,EWS,6809,1,Uttar Pradesh
Gmc,AIQ,General,6669,7,Uttar Pradesh
Gmc,AIQ,OBC,6915,3,Uttar Pradesh
Gmc,AIQ,SC,12090,2,Uttar Pradesh
Gmc,AIQ,ST,13078,1,Uttar Pradesh
Goverment Medical College,AIQ,EWS,7609,5,Bihar
Goverment Medical College,AIQ,General,6593,10,Bihar
Goverment Medical College,AIQ,OBC,6979,11,Bihar
Goverment Medical College,AIQ,SC,12189,6,Bihar
Goverment Medical College,AIQ,ST,13448,2,Bihar
Goverment Medical College And Hospital Jalgaon,AIQ,EWS,7874,2,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,General,7070,7,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,OBC,7536,7,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,SC,12009,3,Maharashtra
Goverment Medical College And Hospital Jalgaon,AIQ,ST,13472,1,Maharashtra
Government Doon Medcial College,AIQ,EWS,4666,2,Uttarakhand
Government Doon Medcial College,AIQ,General,3828,9,Uttarakhand
Government Doon Medcial College,AIQ,OBC,5166,6,Uttarakhand
Government Doon Medcial College,AIQ,SC,10652,3,Uttarakhand
Government Doon Medcial College,AIQ,ST,12041,2,Uttarakhand
Government Medcial College,AIQ,EWS,8261,3,Maharashtra
Government Medcial College,AIQ,General,25856,7,Maharashtra
Government Medcial College,AIQ,OBC,7697,7,Maharashtra
Government Medcial College,AIQ,SC,12194,2,Maharashtra
Government Medical College,AIQ,EWS,11097,74,Telangana
Government Medical College,AIQ,General,25853,223,Telangana
Government Medical College,AIQ,OBC,9459,264,Tamil Nadu
Government Medical College,AIQ,SC,15188,107,Tamil Nadu
Government Medical College,AIQ,ST,20338,52,Tamil Nadu
Government Medical College & Hospital,AIQ,EWS,8620,4,Maharashtra
Government Medical College & Hospital,AIQ,General,7803,8,Maharashtra
Government Medical College & Hospital,AIQ,OBC,8222,10,West Bengal
Government Medical College & Hospital,AIQ,SC,12269,4,Maharashtra
Government Medical College & Hospital,AIQ,ST,13766,3,Maharashtra
Government Medical College Chittorgarh,AIQ,EWS,5998,1,Rajasthan
Government Medical College Chittorgarh,AIQ,General,5506,5,Rajasthan
Government Medical College Chittorgarh,AIQ,OBC,5980,6,Rajasthan
Government Medical College Chittorgarh,AIQ,SC,11172,2,Rajasthan
Government Medical College Chittorgarh,AIQ,ST,12285,1,Rajasthan
Government Medical College Khaleelwadi,AIQ,EWS,8537,2,Telangana
Government Medical College Khaleelwadi,AIQ,General,7661,3,Telangana
Government Medical College Khaleelwadi,AIQ,OBC,8205,6,Telangana
Government Medical College Khaleelwadi,AIQ,SC,12440,2,Telangana
Government Medical College Khaleelwadi,AIQ,ST,11854,1,Telangana
Government Medical College Mahasamund Chhattisgarh,AIQ,EWS,8219,3,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,General,26099,4,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,OBC,8495,6,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,SC,12478,2,Chhattisgarh
Government Medical College Mahasamund Chhattisgarh,AIQ,ST,13877,2,Chhattisgarh
Government Medical College Narsampet,AIQ,EWS,9119,1,Telangana
Government Medical College Narsampet,AIQ,General,8262,1,Telangana
Government Medical College Narsampet,AIQ,OBC,8725,3,Telangana
Government Medical College Narsampet,AIQ,SC,12944,1,Telangana
Government Medical College Nirmal,AIQ,EWS,9025,1,Telangana
Government Medical College Nirmal,AIQ,General,25033,3,Telangana
Government Medical College Nirmal,AIQ,OBC,8738,6,Telangana
Government Medical College Nirmal,AIQ,SC,12954,3,Telangana
Government Medical College Nirmal,AIQ,ST,13689,1,Telangana
Government Medical College Satna,AIQ,EWS,7819,3,Madhya Pradesh
Government Medical College Satna,AIQ,General,7019,6,Madhya Pradesh
Government Medical College Satna,AIQ,OBC,7502,7,Madhya Pradesh
Government Medical College Satna,AIQ,SC,12339,4,Madhya Pradesh
Government Medical College Satna,AIQ,ST,12775,1,Madhya Pradesh
Government Medical College Siddipet,AIQ,EWS,8700,1,Telangana
Government Medical College Siddipet,AIQ,General,24162,6,Telangana
Government Medical College Siddipet,AIQ,OBC,8298,7,Telangana
Government Medical College Siddipet,AIQ,SC,12708,3,Telangana
Government Medical College Siddipet,AIQ,ST,13154,2,Telangana
Government Medical College Suryapet,AIQ,EWS,8941,2,Telangana
Government Medical College Suryapet,AIQ,General,8161,8,Telangana
Government Medical College Suryapet,AIQ,OBC,8534,6,Telangana
Government Medical College Suryapet,AIQ,SC,12895,3,Telangana
Government Medical College Suryapet,AIQ,ST,11697,1,Telangana
Government Medical College and District General Hospital,AIQ,EWS,8345,1,Maharashtra
Government Medical College and District General Hospital,AIQ,General,7447,4,Maharashtra
Government Medical College and District General Hospital,AIQ,OBC,7915,5,Maharashtra
Government Medical College and District General Hospital,AIQ,SC,12425,3,Maharashtra
Government Medical College and District General Hospital,AIQ,ST,13741,1,Maharashtra
Government Medical College and ESIC Hospital,AIQ,EWS,11109,4,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,General,9080,6,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,OBC,9597,15,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,SC,14591,5,Tamil Nadu
Government Medical College and ESIC Hospital,AIQ,ST,20167,4,Tamil Nadu
Government Medical College and Hospital,AIQ,EWS,8417,1,Odisha
Government Medical College and Hospital,AIQ,General,24778,12,Odisha
Government Medical College and Hospital,AIQ,OBC,8489,5,Odisha
Government Medical College and Hospital,AIQ,SC,12300,3,Odisha
Government medical College,AIQ,EWS,9144,1,Tamil Nadu
Government medical College,AIQ,OBC,6834,8,Tamil Nadu
Government medical College,AIQ,SC,11436,2,Tamil Nadu
Government medical College,AIQ,ST,14156,1,Tamil Nadu
Government of Medical College and Hospital,AIQ,EWS,7842,1,Odisha
Government of Medical College and Hospital,AIQ,General,6695,5,Odisha
Government of Medical College and Hospital,AIQ,OBC,7476,4,Odisha
Government of Medical College and Hospital,AIQ,SC,11066,2,Odisha
Government of Medical College and Hospital,AIQ,ST,13033,1,Odisha
Govt Medical College,AIQ,EWS,9170,10,Kerala
Govt Medical College,AIQ,General,25277,22,Rajasthan
Govt Medical College,AIQ,OBC,8852,49,Kerala
Govt Medical College,AIQ,SC,12962,15,Rajasthan
Govt Medical College,AIQ,ST,13757,7,Rajasthan
Govt Medical College Badaun,AIQ,EWS,6901,2,
Govt Medical College Badaun,AIQ,General,5827,3,
Govt Medical College Badaun,AIQ,OBC,6581,6,
Govt Medical College Badaun,AIQ,SC,11868,3,
Govt Medical College Badaun,AIQ,ST,12862,1,
Govt Medical College Baramati,AIQ,EWS,5537,1,Maharashtra
Govt Medical College Baramati,AIQ,General,22585,7,Maharashtra
Govt Medical College Baramati,AIQ,OBC,5618,4,Maharashtra
Govt Medical College Baramati,AIQ,SC,10950,1,Maharashtra
Govt Medical College Baramati,AIQ,ST,12698,1,Maharashtra
Govt Medical College Barmer Rajasthan,AIQ,EWS,6127,2,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,General,5355,4,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,OBC,5744,10,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,SC,11159,3,Rajasthan
Govt Medical College Barmer Rajasthan,AIQ,ST,12608,1,Rajasthan
Govt Medical College Basti,AIQ,General,23587,10,Uttar Pradesh
Govt Medical College Basti,AIQ,OBC,6869,3,Uttar Pradesh
Govt Medical College Basti,AIQ,SC,11953,1,Uttar Pradesh
Govt Medical College Basti,AIQ,ST,13143,1,Uttar Pradesh
Govt Medical College Faizabad,AIQ,EWS,6537,2,Uttar Pradesh
Govt Medical College Faizabad,AIQ,General,5838,2,Uttar Pradesh
Govt Medical College Faizabad,AIQ,OBC,6430,6,Uttar Pradesh
Govt Medical College Faizabad,AIQ,SC,11826,3,Uttar Pradesh
Govt Medical College Faizabad,AIQ,ST,12906,1,Uttar Pradesh
Govt Medical College Firozabad,AIQ,EWS,7031,2,Uttar Pradesh
Govt Medical College Firozabad,AIQ,General,5902,5,Uttar Pradesh
Govt Medical College Firozabad,AIQ,OBC,6532,3,Uttar Pradesh
Govt Medical College Firozabad,AIQ,SC,11795,2,Uttar Pradesh
Govt Medical College Firozabad,AIQ,ST,12856,1,Uttar Pradesh
Govt Medical College Kannur,AIQ,EWS,8318,1,Kerala
Govt Medical College Kannur,AIQ,General,3730,4,Kerala
Govt Medical College Kannur,AIQ,OBC,4120,7,Kerala
Govt Medical College Kannur,AIQ,SC,11643,2,Kerala
Govt Medical College Kannur,AIQ,ST,12766,1,Kerala
Govt Medical College Nalgonda,AIQ,EWS,8938,2,Telangana
Govt Medical College Nalgonda,AIQ,General,8142,4,Telangana
Govt Medical College Nalgonda,AIQ,OBC,8592,9,Telangana
Govt Medical College Nalgonda,AIQ,SC,12930,3,Telangana
Govt Medical College Nalgonda,AIQ,ST,13718,2,Telangana
Govt Medical College Ratlam,AIQ,EWS,6615,4,Madhya Pradesh
Govt Medical College Ratlam,AIQ,General,23086,7,Madhya Pradesh
Govt Medical College Ratlam,AIQ,OBC,6525,9,Madhya Pradesh
Govt Medical College Ratlam,AIQ,SC,11538,4,Madhya Pradesh
Govt Medical College Ratlam,AIQ,ST,12489,2,Madhya Pradesh
Govt Medical College Shahdol,AIQ,EWS,7549,1,Madhya Pradesh
Govt Medical College Shahdol,AIQ,General,25213,6,Madhya Pradesh
Govt Medical College Shahdol,AIQ,OBC,7272,4,Madhya Pradesh
Govt Medical College Shahdol,AIQ,SC,12264,1,Madhya Pradesh
Govt Medical College Shahdol,AIQ,ST,12880,1,Madhya Pradesh
Govt Medical College Vikarabad,AIQ,EWS,9169,1,Telangana
Govt Medical College Vikarabad,AIQ,General,8654,3,Telangana
Govt Medical College Vikarabad,AIQ,OBC,8831,6,Telangana
Govt Medical College Vikarabad,AIQ,SC,13022,2,Telangana
