sno,state,code,name,mgmt,renewed,increased,total
15,Karnataka,KA/004/P/3,"Al-Ameen Medical College, Bijapur",Private,150,0,150
16,Kerala,KL/001/P/3,"Al-Azhar Medical College and Super Speciality Hospital, Thodupuzha",Private,250,0,250
17,Andhra Pradesh,AP/002/P/4,"Alluri Sitaram Raju Academy of Medical Sciences, Eluru",Private,250,0,250
18,Karnataka,New Establishment,ALVA'S INSTITUTE OF MEDICAL SCIENCES AND RESEARCH CENTRE,Private,0,150,150
19,Kerala,KL/002/P/4,"Amala Institute of Medical Sciences, Thrissur",Private,100,0,100
20,Madhya Pradesh,MP/001/P/4,"Amaltas Institute of Medical Sciences, Dewas",Private,250,0,250
21,Rajasthan,RJ/001/P/5,"American International Institute of Medical Sciences, Bedwas",Private,150,0,150
22,Haryana,HR/003/P/3,Amrita School of Medicine,Private,150,0,150
23,Kerala,KL/003/P/3,"Amrita School of Medicine, Elamkara, Kochi",Private,149,0,149
24,Rajasthan,RJ/002/P/4,"Ananta Institute of Medical Sciences & Research Centre, Rajsamand",Private,150,50,200
25,Gujarat,GJ/002/P/3,"Ananya College of Medicine & Research, Kalol",Private,150,0,150
26,Andaman & Nicobar,AN/001/G/1,"Andaman & Nicobar Islands Institute of Medical Sciences, Port Blair",Government,114,0,114
27,Andhra Pradesh,AP/003/G/1,"Andhra Medical College, Visakhapatnam",Government,250,0,250
28,Andhra Pradesh,AP/004/P/3,Anna Gowri Medical College and Hospital,Private,150,0,150
29,Tamil Nadu,TN/003/P/3,"Annapoorna Medical College & Hospital, Salem",Private,150,0,150
30,Bihar,BR/001/G/1,"Anugrah Narayan Magadh Medical College, Gaya",Government,120,0,120
31,Andhra Pradesh,AP/005/P/4,"Apollo Institute of Medical Sciences and Research, Chittoor",Private,150,0,150
32,Telangana,TS/001/P/4,"Apollo Institute of Medical Sciences and Research, Hyderabad",Private,150,0,150
33,Tamil Nadu,New Establishment,APS MEDICAL COLLEGE HOSPITAL AND RESEARCH INSTITUTE,Private,0,150,150
34,Maharashtra,MH/002/G/1,"Armed Forces Medical College, Pune",Government,150,0,150
35,Delhi,DL/001/P/4,"Army College of Medical Sciences, New Delhi",Private,100,0,100
36,Tamil Nadu,TN/004/P/3,Arunai Medical College And Hospital,Private,200,0,200
37,Telangana,TS/002/P/4,"Arundathi Institute of Medical Sciences, Medchal",Private,150,0,150
38,Rajasthan,RJ/003/P/3,Arya Medical College and Hospital,Private,50,100,150
39,Maharashtra,MH/003/P/3,"Ashwini Rural Medical College, Hospital & Research Centre, Solapur",Private,150,0,150
40,Assam,AS/001/G/1,"Assam Medial College, Dibrugarh",Government,250,0,250
41,Delhi,DL/007/G/1,"Atal Bihari Vajpayee Institute of Medical Sciences and Dr. RML Hospital, New Delhi",Government,100,0,100
42,Uttar Pradesh,UP/003/G/5,Autonomous state medical college Amethi,Government,100,0,100
43,Uttar Pradesh,UP/005/G/5,Autonomous State Medical College and Hospital Gonda,Government,100,0,100
44,Uttar Pradesh,UP/006/G/1,Autonomous State Medical College and Hospital Kaushambi,Government,100,0,100
45,Uttar Pradesh,UP/007/G/5,Autonomous State Medical College and Hospital Lakhimpuri kheri,Government,100,0,100
46,Uttar Pradesh,UP/008/G/5,Autonomous State Medical College Kushinagar,Government,100,0,100
47,Uttar Pradesh,UP/009/G/1,Autonomous State Medical College Lalitpur,Government,100,0,100
48,Uttar Pradesh,UP/010/G/1,Autonomous State Medical College Pilibhit,Government,100,0,100
49,Uttar Pradesh,UP/011/G/1,Autonomous State Medical College Pratapgarh,Government,100,0,100
50,Uttar Pradesh,UP/012/G/1,Autonomous State Medical College Society Ghazipur,Government,100,0,100
51,Uttar Pradesh,UP/013/G/1,"Autonomous State Medical College Society, Etah, Uttar Pradesh",Government,100,0,100
52,Uttar Pradesh,UP/014/G/1,"Autonomous State Medical College Society, Fatehpur",Government,100,0,100
53,Uttar Pradesh,UP/015/G/1,"Autonomous State Medical College Society, Hardoi",Government,100,0,100
54,Uttar Pradesh,UP/002/G/1,Autonomous State Medical College Sultanpur,Government,100,0,100
55,Uttar Pradesh,UP/016/G/1,"Autonomous State Medical College, Akbarpur, Kanpur",Government,100,0,100
56,Uttar Pradesh,UP/017/G/1,"Autonomous State Medical College, Siddharthnagar",Government,100,0,100
57,Uttar Pradesh,UP/018/G/1,"Autonomous State Medical College, Sonebhadra",Government,100,0,100
58,Uttar Pradesh,UP/019/G/1,Autonomous State Society Medical College Mirzapur,Government,100,0,100
59,Telangana,TS/004/P/4,"Ayaan Institute of Medical Sciences, Teaching Hospital & Research Centre, Kanaka Mamidi, R.R. Dist",Private,150,0,150
60,Kerala,KL/004/P/3,"Azeezia Instt of Medical Science,Meeyannoor, Kollam",Private,100,50,150
61,Gujarat,GJ/003/G/1,"B J Medical College, Ahmedabad",Government,250,0,250
62,Maharashtra,MH/004/G/1,"B. J. Govt. Medical College, Pune",Government,250,0,250
63,Maharashtra,MH/005/P/3,"B.K.L. Walawalkar Rural Medical College, Ratnagiri",Private,150,0,150
64,Maharashtra,New Establishment,B.S.P. Medical College and Hospital,Private,0,150,150
65,Uttar Pradesh,UP/020/G/1,Baba Kina Ram Autonomous State Medical College and Hospital Chandauli,Government,100,0,100
66,Rajasthan,RJ/004/P/3,Balvir Singh Tomar Institute of Medical Sciences and Research,Private,150,100,250
67,Gujarat,GJ/004/P/3,"Banas Medical College and Research Institute, Palanpur, Gujarat",Private,200,0,200
68,Karnataka,KA/005/G/1,"Bangalore Medical College and Research Institute, Bangalore",Government,250,0,250
69,West Bengal,WB/001/G/1,"Bankura Sammilani Medical College, Bankura",Government,200,0,200
70,West Bengal,WB/002/G/1,Barasat Government Medical College & Hospital,Government,100,0,100
71,Karnataka,KA/006/P/4,"Basaveswara Medical College and Hospital, Chitradurga",Private,150,0,150
72,Karnataka,KA/007/G/1,"Belagavi Institute of Medical Sciences, Belagavi",Government,200,0,200
73,Kerala,KL/005/P/3,"Believers Church Medical College Hospital, Thiruvalla, Kerala",Private,100,0,100
74,Karnataka,KA/008/P/3,"BGS Global Institute of Medical Sciences, Bangalore",Private,150,100,250
75,Karnataka,KA/009/P/3,"BGS Medical College and Hospital Bengaluru, Karnataka",Private,250,0,250
76,Tamil Nadu,TN/005/P/3,Bhaarat Medical College & Hospital,Private,250,0,250
77,Bihar,BR/023/G/1,"Bhagwan Mahavir Institute of Medical Sciences, Pawapuri (formerly Vardhman Institute of Medical Sciences, Pawapuri, Nalanda)",Government,120,0,120
78,Gujarat,GJ/005/P/3,Bhagyoday Medical College,Private,100,0,100
79,Rajasthan,New Establishment,BHARAT VIKAS INSTITUTE OF MEDICAL SCIENCES,Private,0,150,150
80,Maharashtra,MH/006/P/3,"Bharati Vidyapeeth Deemed University Medical College & Hospital, Sangli",Private,250,0,250
81,Maharashtra,MH/007/P/3,"Bharati Vidyapeeth University Medical College, Pune",Private,250,0,250
82,Maharashtra,MH/008/P/3,"Bharatratna Atal Bihari Vajpayee Medical College, Pune",Private,100,0,100
83,Telangana,TS/005/P/4,"Bhaskar Medical College, Yenkapally",Private,150,50,200
84,Karnataka,KA/010/G/1,"Bidar Institute of Medical Sciences, Bidar",Government,200,0,200
85,Haryana,HR/004/G/1,"BPS Government Medical College for Women, Sonepat",Government,120,0,120
86,Uttar Pradesh,UP/021/G/1,"BRD Medical College, Gorakhpur",Government,150,0,150
87,Bihar,New Establishment,Buddha Hospital and Research Institute,Private,0,100,100
88,Madhya Pradesh,MP/002/G/1,"Bundelkhand Medical College, Sagar",Government,150,0,150
89,West Bengal,WB/003/G/1,"Burdwan Medical College, Burdwan",Government,200,0,200
90,West Bengal,WB/004/G/1,"Calcutta National Medical College, Kolkata",Government,250,0,250
91,Uttar Pradesh,UP/022/P/3,"Career Instt. Of Medical Sciences & Hospital, Lucknow",Private,150,0,150
92,Telangana,TS/006/P/4,"Chalmeda Anand Rao Institute Of Medical Sciences, Karimnagar",Private,200,0,200
93,Karnataka,KA/011/G/1,"Chamrajanagar Institute of Medical Sciences, Karnataka",Government,150,0,150
94,Chhattisgarh,CG/002/G/1,"Chandulal Chandrakar Memorial Medical College, Durg",Government,200,0,200
95,Tamil Nadu,TN/006/G/1,"Chengalpattu Medical College, Chengalpattu",Government,100,0,100
96,Tamil Nadu,TN/007/P/3,"Chettinad Hospital & Research Institute, Kanchipuram",Private,250,0,250
97,Karnataka,New Establishment,Chettinad Institute of Medical Education and Research,Private,0,100,100
98,Chhattisgarh,CG/003/G/1,"Chhattisgarh Institute of Medical Sciences, Bilaspur",Government,150,0,150
99,Karnataka,KA/013/G/1,"Chikkamagaluru Institute of Medical Sciences, Chikkamagaluru",Government,150,0,150
100,Madhya Pradesh,MP/003/P/4,"Chirayu Medical College and Hospital, Bairagarh, Bhopal",Private,250,0,250
101,Karnataka,KA/014/G/1,Chitradurga Medical College and Research Institute,Government,150,0,150
102,Punjab,PB/002/P/4,"Christian Medical College, Ludhiana",Private,100,0,100
103,Tamil Nadu,TN/008/P/4,"Christian Medical College, Vellore",Private,100,0,100
104,Telangana,TS/007/P/4,CMR Institute of Medical Science,Private,250,0,250
105,Tamil Nadu,TN/009/G/1,"Coimbatore Medical College, Coimbatore",Government,200,0,200
106,West Bengal,WB/005/G/1,"College of Medicine and JNM Hospital, Kalyani, Nadia",Government,150,0,150
107,West Bengal,WB/006/G/1,"College of Medicine and Sagore Dutta Hospital, Kolkata",Government,125,25,150
108,West Bengal,WB/007/G/1,"Coochbehar Government Medical College & Hospital, Coochbehar, WB",Government,150,0,150
109,Gujarat,GJ/006/P/3,"CU Shah Medical College, Surendra Nagar",Private,100,50,150
110,Bihar,BR/002/G/1,"Darbhanga Medical College, Lehriasarai",Government,120,30,150
111,Maharashtra,MH/009/P/3,"Datta Meghe Medical College, Nagpur",Private,250,0,250
112,Punjab,PB/003/P/3,"Dayanand Medical College & Hospital, Ludhiana",Private,150,0,150
113,Telangana,TS/008/P/3,Deccan College of Medical Sciences,Private,150,0,150
114,Tamil Nadu,TN/010/P/3,"Dhanalakshmi Srinivasan Institute of Medical Sciences and Hospital - Thuraiyur Road, Perambalur",Private,150,50,200
115,Tamil Nadu,TN/011/P/3,"Dhanalakshmi Srinivasan Medical College and Hospital, Perambalur",Private,250,0,250
116,Odisha,OD/005/G/1,"Dharanidhar Medical College and Hospital (previously Government Medical College, Keonjhar)",Government,100,0,100
117,Assam,AS/002/G/1,"Dhubri Medical College, Dhubri",Government,100,0,100
118,West Bengal,WB/008/G/1,"Diamond Harbour Government Medical College and Hospital, West Bengal",Government,150,0,150
119,Assam,AS/003/G/1,"Diphu Medical College & Hospital, Diphu, Assam",Government,100,0,100
120,Uttarakhand,UK/001/G/1,"Doon Medical College, Dehradun, Uttarakhand",Government,150,0,150
121,Punjab,PB/004/G/1,"Dr B R Ambedkar State Institute of Medical Sciences, SAS Nagar , Mohali",Government,100,0,100
122,Karnataka,KA/015/P/3,"Dr BR Ambedkar Medical College, Bangalore",Private,150,0,150
123,Rajasthan,RJ/005/P/3,Dr S S Tantia Medical College Hospital & Research Centre,Private,250,0,250
124,Rajasthan,RJ/006/G/1,"Dr SN Medical College, Jodhpur",Government,250,0,250
125,Maharashtra,MH/010/G/1,"Dr Vaishampayan Memorial Medical College, Solapur",Government,200,0,200
126,Rajasthan,New Establishment,Dr. B. S. Tomar Institute of Medical Sciences and Research,Private,0,150,150
127,Uttar Pradesh,UP/023/P/4,"Dr. B.S. Kushwah Medical College, Kanpur",Private,150,0,150
128,Delhi,DL/002/G/1,"Dr. Baba Saheb Ambedkar Medical College, Rohini, Delhi",Government,125,0,125
129,Uttar Pradesh,UP/036/G/1,"Dr. Bhimrao Ramji Ambedkar Government Medical College, Kannauj ,Uttar Pradesh",Government,100,0,100
130,Karnataka,KA/016/P/3,"Dr. Chandramma Dayananda Sagar Instt. of Medical Education & Research, Harohalli, Hubli",Private,200,0,200
131,Maharashtra,MH/011/P/3,"Dr. D Y Patil Medical College, Hospital and Research Centre, Pimpri, Pune",Private,250,0,250
132,Maharashtra,MH/012/P/1,"Dr. D Y Patil Medical College, Kolhapur",Private,150,50,200
133,Gujarat,GJ/007/P/3,Dr. Kiran C.Patel Medical College and Research Institute,Private,200,0,200
134,Uttar Pradesh,UP/056/P/3,"Dr. KNS Memorial Institute of Medical Sciences ( Formerly Known as Mayo Institute of Medical Sciences), Lucknow-Ayodhya Road",Private,250,0,250
135,Madhya Pradesh,MP/012/G/1,"Dr. Laxminarayan Pandey Government Medical College, Ratlam (M.P.)",Government,180,20,200
136,Gujarat,GJ/008/P/3,"Dr. M.K. Shah Medical College & Research Centre, Ahmedabad",Private,250,0,250
137,Kerala,KL/006/P/3,"Dr. Moopen Medical College Wayanad, Kerala",Private,150,100,250
138,Maharashtra,MH/013/P/3,Dr. N Y Tasgaonkar Institute of Medical Science,Private,100,0,100
139,Gujarat,GJ/009/P/3,"Dr. N.D. Desai Faculty of Medical Science and Research, Nadiad",Private,150,50,200
140,Andhra Pradesh,AP/006/P/4,"Dr. P.S.I. Medical College , Chinoutpalli",Private,150,0,150
141,Maharashtra,MH/014/P/4,"Dr. Panjabrao Alias Bhausaheb Deshmukh Memorial Medical College, Amravati",Private,150,0,150
142,Telangana,TS/009/P/4,"Dr. Patnam Mahender Reddy Institute of Medical Sciences, Chevella, Rangareddy",Private,200,0,200
143,Himachal Pradesh,HP/001/G/1,"Dr. Radhakrishnan Government Medical College, Hamirpur, H.P",Government,120,0,120
144,Himachal Pradesh,HP/002/G/1,"Dr. Rajendar Prasad Government Medical College, Tanda, H.P",Government,120,0,120
145,Maharashtra,MH/015/P/4,"Dr. Rajendra Gode Medical College, Amravati",Private,150,0,150
146,Uttar Pradesh,UP/024/G/1,"Dr. Ram Manohar Lohia Institute of Medical Sciences,Lucknow",Government,200,0,200
147,Maharashtra,MH/016/G/1,"Dr. Shankarrao Chavan Govt. Medical College, Nanded",Government,150,0,150
148,Kerala,KL/007/P/3,"Dr. Somervel Memorial CSI Hospital & Medical College, Karakonam, Thiruvananthapuram",Private,150,50,200
149,Maharashtra,MH/017/P/3,"Dr. Ulhas Patil Medical College & Hospital, Jalgaon",Private,200,0,200
150,Maharashtra,MH/018/P/3,"Dr. Vasantrao Pawar Med. Col. Hosp. & Research Centre, Nasik (Prev. NDMVP Samaj Medical College)",Private,150,0,150
151,Maharashtra,MH/019/P/3,"Dr. Vithalrao Vikhe Patil Foundations Medical College & Hospital, Ahmednagar",Private,200,0,200
152,Telangana,TS/010/P/3,"Dr. VRK Womens Medical College, Aziznagar",Private,100,0,100
153,Odisha,OD/001/P/4,"DRIEMS Institute of Health Sciences and Hospital, Kairapari",Private,100,0,100
154,Jharkhand,JH/001/G/1,"Dumka Medical College, Dighi Dumka",Government,100,0,100
155,Maharashtra,MH/020/P/3,"DY Patil University, School of Medicine",Private,100,0,100
156,Karnataka,KA/017/P/3,"East Point College of Medical Sciences & Research Centre, Bangalore",Private,200,50,250
157,West Bengal,WB/009/P/4,"East West Institute of Medical Sciences and Research, Burdwan",Private,100,0,100
158,Telangana,TS/011/G/1,"Employees State Insurance Coporation Medical College, Sanath Nagar, Hyderabad",Government,150,0,150
159,Karnataka,KA/018/G/1,"Employees State Insurance Corporation Medical College, Bangalore",Government,150,0,150
160,Haryana,HR/005/G/1,"Employees State Insurance Corporation Medical College, Faridabad",Government,150,0,150
161,Karnataka,KA/019/G/1,"Employees State Insurance Corporation Medical College, Gulbarga",Government,150,0,150
162,West Bengal,WB/010/G/1,"Employees State Insurance Corporation Medical College, Joka, Kolkata",Government,150,0,150
163,Bihar,BR/003/G/1,"Employees State Insurance Corporation Medical College, Patna",Government,100,0,100
164,Rajasthan,RJ/007/G/1,"Employees State Insurance Corporation Medical College,Alwar",Government,100,0,100
165,Uttar Pradesh,UP/025/P/3,"Era Lucknow Medical College , Lucknow",Private,250,0,250
166,Delhi,DL/003/G/1,"ESIC Medical College & Hospital, Basaidarapur, New Delhi",Government,50,0,50
167,Tamil Nadu,TN/012/G/1,"ESIC Medical College & PGIMSR, K.K Nagar, Chennai",Government,149,0,149
168,Maharashtra,MH/021/G/1,"ESIC MEDICAL COLLEGE AND HOSPITAL, ANDHERI",Government,50,0,50
169,Assam,AS/004/G/1,"ESIC Medical College and Hospital, Beltola",Government,50,0,50
170,Rajasthan,RJ/008/G/1,"ESIC MEDICAL COLLEGE AND HOSPITAL, JAIPUR",Government,50,0,50
171,Uttar Pradesh,UP/026/G/1,"ESIC MEDICAL COLLEGE AND HOSPITAL, NOIDA",Government,50,0,50
172,Uttar Pradesh,UP/027/G/1,"ESIC Medical College and Hospital, VARANASI",Government,50,0,50
173,Madhya Pradesh,MP/004/G/1,"ESIC MEDICAL COLLEGE AND HOSPITAL,INDORE",Government,50,0,50
174,Punjab,PB/005/G/1,ESIC Medical College Ludhiana,Government,50,0,50
175,Gujarat,GJ/010/G/1,"ESIC MEDICAL COLLEGE NARODA BAPUNAGAR, AHMEDABAD",Government,50,0,50
176,Uttar Pradesh,UP/028/P/4,"F.H. Medical College & Hospital, Etamdapur, Agra",Private,250,0,250
177,Tamil Nadu,TN/013/P/3,"Faculty of Medicine , Sri Lalithambigai Medical College and Hospital",Private,200,50,250
178,Haryana,HR/006/P/3,"Faculty of Medicine and Health Sciences, Gurgaon (Formarly SGGST Medical College & R Centre,Gurgaon)",Private,150,50,200
179,Assam,AS/005/G/1,"Fakhruddin Ali Ahmed Medical College, Barpeta, Assam",Government,125,0,125
180,Karnataka,KA/020/P/5,FAROOKH ACADEMY OF MEDICAL EDUCATION HOSPITAL AND RESEARCH INSTITUTE,Private,100,50,150
181,Telangana,TS/012/P/3,"Father Colombo Institute of Medical Sciences, Warangal",Private,150,0,150
182,Karnataka,KA/021/P/4,"Father Mullers Medical College, Mangalore",Private,150,0,150
183,Andhra Pradesh,AP/007/P/4,"Fathima Instt. of Medical Sciences, Kadapa",Private,100,0,100
184,Uttar Pradesh,New Establishment,"FULAN SINGH MEDICAL COLLEGE, FS UNIVERSITY",Private,0,100,100
185,Karnataka,KA/073/T/3,G R Medical College Hospital & Research Centre,Private,150,0,150
186,Uttar Pradesh,UP/029/P/3,"G.S. Medical College & Hospital, Hapur, UP",Private,250,0,250
187,Madhya Pradesh,MP/005/G/1,"Gajra Raja Medical College, Gwalior",Government,200,50,250
188,Madhya Pradesh,MP/006/G/1,"Gandhi Medical College, Bhopal",Government,250,0,250
189,Telangana,TS/013/G/1,"Gandhi Medical College, Secunderabad",Government,250,0,250
190,Assam,AS/006/G/1,"Gauhati Medical College, Guwahati",Government,250,0,250
191,Uttarakhand,UK/002/P/3,"Gautam Buddha Chikitsa Mahavidyalaya, Dehradum",Private,150,0,150
192,Andhra Pradesh,AP/008/P/4,"Gayathri Vidya Parishad Institute of Health Care & Medical Technology, Visakhapatnam",Private,200,0,200
193,Gujarat,GJ/011/P/3,"GCS Medical College, Ahmedabad",Private,200,0,200
194,Rajasthan,RJ/009/P/3,GEETANJALI INSTITUTE OF MEDICAL SCIENCES,Private,150,100,250
195,Rajasthan,RJ/010/P/3,"Geetanjali Medical College & Hospital,Udaipur",Private,250,0,250
196,Punjab,PB/006/P/3,"Gian Sagar Medical College & Hospital, Patiala",Private,150,0,150
197,Andhra Pradesh,AP/009/P/4,"GITAM Institute of Medical Sciences and Research, Visakhapatnam",Private,150,0,150
198,Gujarat,GJ/012/G/1,"GMERS Medical College, Dharpur Patan",Government,200,0,200
199,Gujarat,GJ/013/G/1,"GMERS Medical College, Gandhinagar",Government,200,0,200
200,Gujarat,GJ/014/G/1,"GMERS Medical College, Gotri, Vadodara",Government,200,0,200
201,Gujarat,GJ/015/G/1,"GMERS Medical College, Hadiyol, Himmatnagar",Government,200,0,200
202,Gujarat,GJ/016/G/1,"GMERS Medical College, Junagadh",Government,200,0,200
203,Gujarat,GJ/023/G/1,"GMERS Medical College, Navsari",Government,100,0,100
204,Gujarat,GJ/017/G/1,"GMERS Medical College, Rajpipla",Government,100,0,100
205,Gujarat,GJ/018/G/1,"GMERS Medical College, Sola, Ahmedabad",Government,200,0,200
206,Gujarat,GJ/019/G/1,"GMERS Medical College, Vadnagar, Mehsana",Government,200,0,200
207,Gujarat,GJ/020/G/1,"GMERS Medical College, Valsad",Government,200,0,200
208,Goa,GA/001/G/1,"Goa Medical College, Panaji",Government,200,50,250
209,West Bengal,WB/011/P/4,"Gouri Devi Institute of Medical Sciences and Hospital, Durgapur",Private,200,0,200
210,Madhya Pradesh,MP/007/G/1,"GOVERMENT MEDICAL COLLEGE, SHEOPUR",Government,100,0,100
211,Uttar Pradesh,UP/030/G/1,"Government Allopathic Medical College, Banda, UP",Government,100,0,100
212,Tamil Nadu,TN/014/G/1,"Government Dharmapuri Medical College, Dharmapuri",Government,100,0,100
213,Tamil Nadu,TN/015/G/1,"Government Erode Medical College & Hospital, Perundurai (Formerly IRT Perundurai Medical College)",Government,100,0,100
214,Uttar Pradesh,UP/031/G/1,"Government Institute of Medical Sciences, Kasna, Greater Noida",Government,100,0,100
215,Chhattisgarh,CG/004/G/1,"Government Medical College (Bharat Ratna Shri Atal Bihari Vajpyee Memorial Med. Col.), Rajnandgaon",Government,125,0,125
216,Kerala,KL/008/G/1,"Government Medical College (Institute of Integrated Medical Sciences), Yakkara, Palakkad",Government,100,0,100
217,Uttarakhand,UK/003/G/1,"Government Medical College (Prev.Uttarakhand Forest Hospital Trust Med.Col.), Haldwani",Government,125,0,125
218,Tamil Nadu,TN/016/G/1,"Government Medical College & ESIC Hospital, Coimbatore, Tamil Nadu.",Government,100,0,100
219,Odisha,OD/001/G/1,"Government Medical College & Hospital (Renamed as Bhima Bhoi Medical College & Hospital), Balangir",Government,100,0,100
220,Odisha,OD/002/G/1,"Government Medical College & Hospital (Renamed as Fakir Mohan Medical College & Hospital), Balasore",Government,100,0,100
221,Tamil Nadu,TN/054/G/1,"Government Medical College & Hospital Cuddalore, Since- 09-05-2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N)",Government,150,0,150
222,Maharashtra,MH/022/G/1,"Government Medical College & Hospital, Baramati",Government,100,0,100
223,Uttar Pradesh,UP/032/G/1,"Government Medical College & Super facility Hospital, Azamgarh",Government,100,0,100
224,Maharashtra,MH/023/G/1,"Government Medical college and District Hospital, Ratnagiri",Government,100,0,100
225,Chattisgarh,New Establishment,Government Medical College Dantewada,Government,0,50,50
226,Jammu and Kashmir,JK/002/G/1,Government Medical College Handwara,Government,100,0,100
227,Telangana,TS/014/G/1,GOVERNMENT MEDICAL COLLEGE JANGAON,Government,100,0,100
228,Chattisgarh,New Establishment,Government Medical College Janjgir - Champa,Government,0,50,50
229,Kerala,KL/009/G/1,Government Medical College Kasaragod,Government,50,0,50
230,Telangana,TS/015/G/1,GOVERNMENT MEDICAL COLLEGE KHAMMAM,Government,100,0,100
231,Telangana,TS/016/G/1,GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD,Government,100,0,100
232,Maharashtra,MH/024/G/1,"Government Medical College L.T. Marg, Near L.T. Marg Police Station, Mumbai - 400001",Government,50,0,50
233,Telangana,TS/017/G/1,Government Medical College Medak,Government,50,0,50
234,Odisha,OD/003/G/1,"GOVERNMENT MEDICAL COLLEGE PHULBANI , KANDHAMAL",Government,100,0,100
235,Madhya Pradesh,MP/008/G/1,GOVERNMENT MEDICAL COLLEGE SINGRAULI,Government,100,0,100
236,Jammu and Kashmir,JK/003/G/1,Government Medical College Udhampur,Government,100,0,100
237,Maharashtra,MH/025/G/1,"Government Medical College, Akola",Government,200,0,200
238,Maharashtra,MH/026/G/1,"Government Medical College, Alibag",Government,100,0,100
239,Rajasthan,RJ/011/G/5,"Government Medical College, Alwar",Government,100,0,100
240,Maharashtra,MH/027/G/1,"Government Medical College, Ambernath",Government,100,0,100
241,Maharashtra,MH/028/G/1,"Government Medical College, Amravati",Government,100,0,100
242,Punjab,PB/007/G/1,"Government Medical College, Amritsar",Government,250,0,250
243,Andhra Pradesh,AP/010/G/1,"Government Medical College, Ananthapuram",Government,200,0,200
244,Jammu and Kashmir,JK/004/G/1,"Government Medical College, Anantnag",Government,150,0,150
245,Tamil Nadu,TN/017/G/1,"Government Medical College, Ariyalur",Government,150,0,150
246,Maharashtra,MH/029/G/1,"Government Medical College, Aurangabad",Government,200,0,200
247,Uttar Pradesh,UP/033/G/1,"Government Medical College, Badaun, U.P.",Government,100,0,100
248,Rajasthan,RJ/012/G/1,"Government Medical College, Banswara",Government,100,0,100
249,Jammu and Kashmir,JK/005/G/1,"Government Medical College, Baramulla",Government,150,0,150
250,Rajasthan,RJ/013/G/1,"Government Medical College, Baran",Government,100,0,100
251,Rajasthan,RJ/014/G/1,"Government Medical College, Barmer",Government,130,0,130
252,Bihar,BR/004/G/1,"Government Medical College, Bettiah",Government,120,0,120
253,Telangana,TS/019/G/1,"Government Medical College, Bhadradri Kothagudem",Government,150,0,150
254,Maharashtra,MH/030/G/1,"Government Medical College, Bhandara",Government,100,0,100
255,Rajasthan,RJ/015/G/1,"Government Medical College, Bharatpur, Rajasthan",Government,150,0,150
256,Gujarat,GJ/021/G/1,"Government Medical College, Bhavnagar",Government,200,0,200
257,Rajasthan,RJ/016/G/1,"Government Medical College, Bhilwara, Rajasthan",Government,150,0,150
258,Maharashtra,MH/031/G/1,"Government Medical College, Buldhana",Government,100,0,100
259,Rajasthan,RJ/017/G/1,"Government Medical College, Bundi",Government,100,0,100
260,Chandigarh,CH/001/G/1,"Government Medical College, Chandigarh",Government,150,50,200
261,Maharashtra,MH/032/G/1,"Government Medical College, Chandrapur",Government,150,0,150
262,Madhya Pradesh,MP/009/G/1,"Government Medical College, Chhindwara, MP",Government,150,0,150
263,Rajasthan,RJ/018/G/1,"Government Medical College, Chittorgarh",Government,100,0,100
264,Manipur,MN/001/G/1,"Government Medical College, Churachandpur",Government,100,0,100
265,Rajasthan,RJ/019/G/1,"Government Medical College, Churu",Government,150,0,150
266,Madhya Pradesh,MP/010/G/1,"Government Medical College, Datia, MP",Government,120,0,120
267,Rajasthan,RJ/020/G/1,"Government Medical College, Dausa",Government,100,0,100
268,Rajasthan,RJ/021/G/1,"Government Medical College, Dholpur",Government,100,0,100
269,Tamil Nadu,TN/018/G/1,"Government Medical College, Dindigul",Government,150,0,150
270,Rajasthan,RJ/022/G/1,"Government Medical College, Dungarpur",Government,150,0,150
271,Andhra Pradesh,AP/011/G/1,"Government Medical College, Eluru",Government,150,0,150
272,Kerala,KL/010/G/1,"Government Medical College, Ernakulam",Government,110,0,110
273,Uttar Pradesh,UP/034/G/1,"Government Medical College, Faizabad",Government,100,0,100
274,Uttar Pradesh,UP/035/G/1,"Government Medical College, Firozabad",Government,100,0,100
275,Maharashtra,MH/033/G/1,"Government Medical College, Gadchiroli",Government,100,0,100
276,Maharashtra,MH/034/G/1,"Government Medical College, Gondia",Government,150,0,150
277,Rajasthan,RJ/023/G/1,"Government Medical College, Hanumangarh",Government,100,0,100
278,Uttarakhand,UK/004/G/1,"Government Medical College, Haridwar",Government,100,0,100
279,Maharashtra,MH/035/G/1,"Government Medical College, Hingoli",Government,100,0,100
280,Kerala,KL/011/G/1,"Government Medical College, Idukki",Government,100,0,100
281,Telangana,TS/020/G/1,"Government Medical College, Jagtial",Government,150,0,150
282,Rajasthan,RJ/024/G/5,"Government Medical College, Jaisalmer",Government,50,0,50
283,Maharashtra,MH/036/G/1,"Government Medical College, Jalgaon",Government,150,0,150
284,Maharashtra,MH/037/G/1,"Government Medical College, Jalna",Government,100,0,100
285,Jammu and Kashmir,JK/006/G/1,"Government Medical College, Jammu",Government,200,50,250
286,Chattisgarh,New Establishment,"government medical college, jashpur-kunkuri",Government,0,50,50
287,Telangana,TS/021/G/1,"Government Medical College, Jayashankar Bhupalpally",Government,100,0,100
