sno,state,code,name,mgmt,renewed,increased,total
288,Rajasthan,RJ/025/G/1,"Government Medical College, Jhunjhunu",Government,100,0,100
289,Telangana,TS/022/G/1,"Government Medical College, Jogulumba Gadwal",Government,50,0,50
290,Andhra Pradesh,AP/030/G/1,"Government Medical College, Kadapa ( previously Rajiv Gandhi Institute of Medical Sciences, Kadapa)",Government,175,75,250
291,Tamil Nadu,TN/019/G/1,"Government Medical College, Kallakurichi",Government,150,0,150
292,Telangana,TS/023/G/1,"Government Medical College, Kamareddy",Government,100,0,100
293,Rajasthan,RJ/026/G/1,"Government Medical College, Karauli",Government,100,0,100
294,Telangana,TS/024/G/1,"Government Medical College, Karimnagar",Government,100,0,100
295,Tamil Nadu,TN/020/G/1,"Government Medical College, Karur",Government,150,0,150
296,Jammu and Kashmir,JK/007/G/1,"Government Medical College, Kathua",Government,150,0,150
297,Madhya Pradesh,MP/011/G/1,"Government Medical College, Khandwa, MP",Government,120,0,120
298,Telangana,TS/025/G/1,"GOVERNMENT MEDICAL COLLEGE, KODANGAL",Government,50,0,50
299,Kerala,KL/012/G/1,"Government Medical College, Konni",Government,100,0,100
300,Chhattisgarh,CG/006/G/1,"Government Medical College, Korba",Government,125,0,125
301,Rajasthan,RJ/027/G/1,"Government Medical College, Kota",Government,250,0,250
302,Kerala,KL/013/G/1,"Government Medical College, Kottayam",Government,175,0,175
303,Kerala,KL/014/G/1,"Government Medical College, Kozhikode, Calicut",Government,250,0,250
304,Tamil Nadu,TN/021/G/1,"Government Medical College, Krishnagiri",Government,150,0,150
305,Maharashtra,MH/038/G/1,"Government Medical College, Latur",Government,150,0,150
306,Andhra Pradesh,AP/012/G/1,"Government Medical College, Machilipatnam",Government,150,0,150
307,Telangana,TS/026/G/1,"Government Medical College, Mahabubabad",Government,150,0,150
308,Telangana,TS/027/G/1,"Government Medical College, Mahabubnagar",Government,175,25,200
309,Chhattisgarh,CG/007/G/1,"Government Medical College, Mahasamund",Government,125,0,125
310,Telangana,TS/028/G/1,"Government Medical College, Maheshwaram",Government,50,0,50
311,Telangana,TS/029/G/1,"Government Medical College, Mancherial",Government,100,0,100
312,Kerala,KL/015/G/1,"Government Medical College, Manjeri, Malapuram Dist.",Government,110,0,110
313,Maharashtra,MH/039/G/1,"Government Medical College, Miraj",Government,200,0,200
314,Gujarat,GJ/022/G/1,"Government Medical College, Morbi",Government,100,0,100
315,Telangana,TS/030/G/1,"Government Medical College, Mulugu",Government,50,0,50
316,Tamil Nadu,TN/022/G/1,"Government Medical College, Nagapattinam",Government,150,0,150
317,Telangana,TS/031/G/1,"Government Medical College, Nagarkurnool",Government,150,0,150
318,Rajasthan,RJ/028/G/1,"Government Medical College, Nagaur",Government,100,0,100
319,Maharashtra,MH/040/G/1,"Government Medical College, Nagpur",Government,250,0,250
320,Himachal Pradesh,HP/003/G/1,"Government Medical College, Nahan, Sirmour H.P.",Government,120,0,120
321,Telangana,TS/032/G/1,"Government Medical College, Nalgonda",Government,150,0,150
322,Tamil Nadu,TN/023/G/1,"Government Medical College, Namakkal",Government,100,50,150
323,Maharashtra,MH/041/G/1,"Government Medical College, Nandurbar",Government,100,0,100
324,Andhra Pradesh,AP/013/G/1,"Government Medical College, Nandyal",Government,150,0,150
325,Telangana,TS/033/G/1,"Government Medical College, Narayanpet",Government,50,0,50
326,Telangana,TS/034/G/1,"Government Medical College, Narsampet",Government,50,0,50
327,Maharashtra,MH/047/G/1,"Government Medical College, Nashik",Government,50,50,100
328,Telangana,TS/035/G/1,"Government Medical College, Nirmal",Government,100,0,100
329,Telangana,TS/036/G/1,"Government Medical College, Nizamabad",Government,120,30,150
330,Tamil Nadu,TN/024/G/1,"Government Medical College, Omandurar",Government,100,0,100
331,Andhra Pradesh,AP/031/G/1,"Government Medical College, Ongole (previously Rajiv Gandhi Institute of Medical Sciences, Ongole)",Government,150,0,150
332,Maharashtra,MH/042/G/1,"Government Medical College, Osmanabad",Government,100,0,100
333,Andhra Pradesh,AP/014/G/1,"Government Medical College, Paderu",Government,50,0,50
334,Rajasthan,RJ/029/G/1,"Government Medical College, Pali, Rajasthan",Government,150,0,150
335,Gujarat,GJ/024/G/1,"Government Medical College, Panchmahal Godhra",Government,100,0,100
336,Maharashtra,MH/043/G/1,"Government Medical College, Parbhani",Government,100,0,100
337,Kerala,KL/016/G/1,"Government Medical College, Parippally, Kollam",Government,110,0,110
338,Punjab,PB/008/G/1,"Government Medical College, Patiala",Government,250,0,250
339,Andhra Pradesh,New Establishment,"Government Medical College, Piduguralla",Government,0,50,50
340,Gujarat,GJ/025/G/1,"Government Medical College, Porbandar",Government,100,0,100
341,Tamil Nadu,TN/025/G/1,"Government Medical College, Pudukottai, Tamil Nadu",Government,150,0,150
342,Bihar,BR/005/G/1,"Government Medical College, Purnea",Government,100,0,100
343,Telangana,TS/037/G/1,"Government medical College, Quthbullapur",Government,50,0,50
344,Andhra Pradesh,AP/015/G/1,"Government Medical College, Rajamahendravaram",Government,150,0,150
345,Telangana,TS/038/G/1,"Government Medical College, Rajanna Sircilla",Government,100,0,100
346,Jammu and Kashmir,JK/008/G/1,"Government Medical College, Rajouri, J&K",Government,100,0,100
347,Telangana,TS/039/G/1,"Government Medical College, Ramagundam",Government,150,0,150
348,Tamil Nadu,TN/026/G/1,"Government Medical College, Ramanathapuram",Government,100,0,100
349,Uttar Pradesh,UP/037/G/1,"Government Medical College, Rampur, Basti",Government,100,0,100
350,Telangana,TS/040/G/1,"Government Medical College, Sangareddy",Government,150,0,150
351,Maharashtra,MH/044/G/1,"Government Medical College, Satara",Government,100,0,100
352,Madhya Pradesh,MP/013/G/1,"Government Medical College, Satna",Government,150,0,150
353,Rajasthan,RJ/001/G/1,"Government Medical College, Sawai Madhopur",Government,100,0,100
354,Madhya Pradesh,MP/014/G/1,"Government Medical College, Seoni",Government,100,0,100
355,Madhya Pradesh,MP/015/G/1,"Government Medical College, Shahdol, MP",Government,100,0,100
356,Uttar Pradesh,UP/038/G/1,"Government Medical College, Shahjahanpur, UP",Government,100,0,100
357,Madhya Pradesh,MP/016/G/1,"Government Medical College, Shivpuri, MP",Government,100,0,100
358,Telangana,TS/041/G/1,"Government Medical College, Siddipet",Government,175,25,200
359,Maharashtra,MH/045/G/1,"Government Medical College, Sindhudurg",Government,100,0,100
360,Rajasthan,RJ/030/G/1,"Government Medical College, Sirohi",Government,100,0,100
361,Rajasthan,RJ/031/G/1,"Government Medical College, Sri Ganganagar",Government,100,0,100
362,Jammu and Kashmir,JK/009/G/1,"Government Medical College, Srinagar",Government,200,50,250
363,Odisha,OD/006/G/1,"Government Medical College, Sundargarh",Government,100,0,100
364,Gujarat,GJ/026/G/1,"Government Medical College, Surat",Government,250,0,250
365,Telangana,TS/042/G/1,"Government Medical College, Suryapet",Government,150,0,150
366,Tamil Nadu,TN/027/G/1,"Government Medical College, The Nilgiris",Government,150,0,150
367,Tamil Nadu,TN/028/G/1,"Government Medical College, Thiruvallur",Government,100,50,150
368,Kerala,KL/017/G/1,"Government Medical College, Thrissur",Government,175,0,175
369,Tamil Nadu,TN/029/G/1,"Government Medical College, Tiruppur",Government,100,50,150
370,Rajasthan,RJ/032/G/1,"Government medical college, tonk",Government,50,0,50
371,Madhya Pradesh,MP/017/G/1,"Government Medical College, Vidisha, MP",Government,180,0,180
372,Telangana,TS/018/G/1,"Government Medical College, Vikarabad, Telangana",Government,100,0,100
373,Tamil Nadu,TN/030/G/1,"Government Medical College, Virudhunagar",Government,150,0,150
374,Andhra Pradesh,AP/016/G/1,"Government medical college, vizianagaram",Government,150,0,150
375,Telangana,TS/043/G/1,"Government Medical College, Wanaparthy",Government,150,0,150
376,Maharashtra,MH/046/G/1,"Government Medical College, Washim",Government,100,0,100
377,Kerala,KL/018/G/1,"Government Medical College, Wayanad",Government,50,0,50
378,Telangana,TS/003/G/1,"Government Medical College, Yadadri",Government,50,0,50
379,Andhra Pradesh,AP/017/G/1,"Government Siddhartha Medical College, Vijaywada",Government,175,75,250
380,Tamil Nadu,TN/031/G/1,"Government Sivagangai Medical College, Sivaganga",Government,100,0,100
381,Tamil Nadu,TN/032/G/1,"Government Thiruvannamalai Medical College, Thiruvannamalai",Government,100,0,100
382,Tamil Nadu,TN/033/G/1,"Government Vellore Medical College, Vellore",Government,100,0,100
383,Tamil Nadu,TN/034/G/1,"Government Villupuram Medical College, Villupuram",Government,100,0,100
384,Chattisgarh,New Establishment,Govt. Medical College Kabeerdham,Government,0,50,50
385,Jammu and Kashmir,JK/010/G/1,"Govt. Medical College, Doda, Kashmir",Government,150,0,150
386,West Bengal,WB/012/G/1,"Govt. Medical College, Kolkata",Government,250,0,250
387,Kerala,KL/019/G/1,"Govt. Medical College,Pariyaram, Kannur (Prev. Known as Academy of Medical Sciences)",Government,100,0,100
388,Tamil Nadu,TN/035/G/1,"Govt. Mohan Kumaramangalam Medical College, Salem",Government,100,0,100
389,Chattisgarh,New Establishment,Govt.Medical Collage Manendragarh,Government,0,50,50
390,Maharashtra,MH/048/G/1,"Grant Medical College, Mumbai",Government,250,0,250
391,Uttarakhand,UK/005/P/4,"Graphic Era Institute of Medical Sciences Dehradun, Uttrakhand",Private,150,50,200
392,Andhra Pradesh,AP/018/P/4,"Great Eastern Medical School and Hospital, Srikakulam",Private,150,50,200
393,Andhra Pradesh,AP/019/P/4,"GSL Medical College, Rajahmundry",Private,250,0,250
394,Uttar Pradesh,UP/039/G/1,"GSVM Medical College, Kanpur",Government,250,0,250
395,Gujarat,GJ/027/P/3,"Gujarat Adani Institute of Medical Sciences, Bhuj",Private,150,0,150
396,Karnataka,KA/022/G/1,"Gulbarga Institute of Medical Sciences, Gulbarga",Government,200,0,200
397,Andhra Pradesh,AP/020/G/1,"Guntur Medical College, Guntur",Government,250,0,250
398,Punjab,PB/009/G/1,"Guru Govind Singh Medical College, Faridkot",Government,250,0,250
399,Maharashtra,MH/049/G/1,"H.B.T. Medical College & Dr. R.N. Cooper Municipal General Hospital, Juhu, Mumbai",Government,200,0,200
400,Delhi,DL/004/P/3,"Hamdard Institute of Medical Sciences & Research, New Delhi",Private,150,0,150
401,Karnataka,KA/023/G/1,"Hassan Institute of Medical Sciences, Hassan",Government,200,0,200
402,Karnataka,KA/024/G/1,"Haveri Institute of Medical Sciences, Haveri",Government,150,0,150
403,Jharkhand,JH/002/G/1,"Hazaribagh Medical College, Hazaribagh",Government,100,0,100
404,Uttar Pradesh,UP/040/P/5,"Heritage Institute of Medical Sciences, Varanasi",Private,200,50,250
405,Odisha,OD/007/P/3,"Hi-Tech Medical College & Hospital, Bhubaneswar",Private,150,0,150
406,Odisha,OD/008/P/3,"Hi-Tech Medical College & Hospital, Rourkela",Private,100,0,100
407,Bihar,BR/006/P/3,"Himalaya Medical College and Hospital , Patna, Bihar",Private,150,0,150
408,Uttarakhand,UK/006/P/4,"Himalayan Institute of Medical Sciences, Dehradun",Private,150,100,250
409,Uttar Pradesh,UP/041/P/3,"Hind Institute of Medical Sciences , Barabanki",Private,100,0,100
410,Uttar Pradesh,UP/042/P/3,"Hind Institute of Medical Sciences, Sitapur",Private,150,0,150
411,West Bengal,WB/013/P/3,"ICARE Institute of Medical Sciences & Research, Haldia, Purba Midanpore",Private,150,50,200
412,Madhya Pradesh,MP/018/P/4,"Index Medical College Hospital & Research Centre, Indore",Private,250,0,250
413,Maharashtra,MH/050/P/3,"Indian Institute of Medical Science & Research, Jalna",Private,150,0,150
414,Bihar,BR/007/G/1,"Indira Gandhi Institute of Medical Sciences, Sheikhpura, Patna",Government,150,0,150
415,Maharashtra,MH/051/G/1,"Indira Gandhi Medical College & Hospital, Nagpur",Government,200,0,200
416,Puducherry,PY/002/G/1,"Indira Gandhi Medical College & Research Institute, Puducherry",Government,180,0,180
417,Himachal Pradesh,HP/004/G/1,"Indira Gandhi Medical College, Shimla",Government,120,0,120
418,Tamil Nadu,TN/036/P/3,"Indira Medical College & Hospitals, Thiruvallur",Private,150,100,250
419,Odisha,OD/009/P/3,"Institute of Medical Sciences & SUM Hospital, Bhubaneswar",Private,250,0,250
420,Odisha,OD/010/P/3,"Institute Of Medical Sciences & SUM Hospital, Bhubaneswar",Private,250,0,250
421,Uttar Pradesh,UP/043/G/1,"Institute of Medical Sciences, BHU, Varansi",Government,100,0,100
422,West Bengal,WB/014/G/1,"Institute of Postgraduate Medical Education & Research, Kolkata",Government,200,50,250
423,Uttar Pradesh,UP/044/P/4,"Integral Institute of Medical Sciences & Research, Lucknow",Private,200,50,250
424,West Bengal,WB/015/P/4,"IQ-City Medical College, Burdwan",Private,250,0,250
425,Tamil Nadu,TN/037/P/4,"J R Medical College and Hospital Villupuram District, Tamilnadu",Private,200,0,200
426,Karnataka,KA/025/P/4,Jagadguru Gangadhar Mahaswamigalu Moorusavirmath Medical College JGMMMC,Private,200,50,250
427,West Bengal,WB/016/P/3,"Jagannath Gupta Institute of Medical Sciences & Hospital, Kolkata",Private,250,0,250
428,West Bengal,WB/017/P/3,Jagannath Gupta Institute of Medical Sciences and Hospital,Private,100,50,150
429,Rajasthan,RJ/033/P/4,"Jaipur National University Institute for Medical Sciences and Research Centre, Jagatpura, Jaipur",Private,250,0,250
430,West Bengal,WB/018/P/3,"Jakir Hossain Medical College, Burdwan",Private,100,0,100
431,West Bengal,WB/019/G/1,Jalpaiguri Government Medical College,Government,100,0,100
432,Bihar,BR/008/G/1,"Jannayak Karpoori Thakur Medical College & Hospital, Madhepura, Bihar",Government,100,0,100
433,Manipur,MN/002/G/1,"Jawaharlal Nehru Institute of Medical Sciences, Porompet, Imphal",Government,150,0,150
434,Rajasthan,RJ/034/G/1,"Jawaharlal Nehru Medical College, Ajmer",Government,250,0,250
435,Uttar Pradesh,UP/045/G/1,"Jawaharlal Nehru Medical College, Aligarh",Government,150,0,150
436,Karnataka,KA/026/P/4,"Jawaharlal Nehru Medical College, Belgaum",Private,250,0,250
437,Bihar,BR/009/G/1,"Jawaharlal Nehru Medical College, Bhagalpur",Government,120,30,150
438,Maharashtra,MH/052/P/3,"Jawaharlal Nehru Medical College, Sawangi (Meghe), Wardha",Private,250,0,250
439,Rajasthan,RJ/035/G/1,"Jhalawar Medical College, Jhalawar",Government,200,0,200
440,West Bengal,WB/020/G/1,"Jhargram Government Medical College & Hospital, Jhargram",Government,100,50,150
441,Rajasthan,RJ/036/P/3,JIET Medical College and Hospital,Private,150,100,250
442,West Bengal,WB/021/P/3,"JIS School of Medical Science & Research, Howrah",Private,150,0,150
443,Karnataka,KA/027/P/3,"JJM Medical College, Davangere",Private,245,0,245
444,West Bengal,WB/022/P/3,"JMN Medical College, Nadia",Private,150,0,150
445,Assam,AS/007/G/1,"Jorhat Medical College & Hospital , Jorhat",Government,125,0,125
446,Karnataka,KA/028/P/4,"JSS Medical College, Mysore",Private,250,0,250
447,Kerala,KL/020/P/3,"Jubilee Mission Medical College & Research Institute, Thrissur",Private,150,0,150
448,Tamil Nadu,TN/038/G/1,"K A P Viswanathan Government Medical College, Trichy",Government,150,0,150
449,Karnataka,KA/029/P/4,"K S Hegde Medical Academy, Mangalore",Private,250,0,250
450,Karnataka,KA/030/P/3,"K V G Medical College, Sullia",Private,150,0,150
451,Uttar Pradesh,UP/046/P/3,"K.D. Medical College Hospital & Research Centre, Mathura",Private,250,0,250
452,Karnataka,KA/031/G/1,"K.H. Patil Institute of Medical Sciences (previously Gadag Institute of Medical Sciences, Mallasamudra, Mulgund Road, Gadag)",Government,150,50,200
453,Telangana,TS/044/G/1,"Kakatiya Medical College, Warangal",Government,250,0,250
454,Odisha,OD/011/P/4,"Kalinga Institute of Medical Sciences, Bhubaneswar",Private,250,0,250
455,Haryana,HR/007/G/1,"Kalpana Chawala Govt. Medical College, Karnal, Haryana",Government,120,0,120
456,Uttar Pradesh,UP/047/G/5,Kalyan Singh Government Medical College,Government,100,0,100
457,Telangana,TS/045/P/4,"Kamineni Academy of Medical Sciences & Research Center, Hyderabad",Private,150,0,150
458,Telangana,TS/046/P/4,"Kamineni Institute of Medical Sciences, Narketpally",Private,200,0,200
459,Karnataka,KA/032/P/3,"Kanachur Institute of Medical Sciences, Mangalore",Private,200,50,250
460,Tamil Nadu,TN/039/G/1,"KanyaKumari Government Medical College, Asaripallam",Government,150,0,150
461,Tamil Nadu,TN/040/P/3,"Kanyakumari Medical Mission Research Centre, Kanyakumari District",Private,100,50,150
462,Karnataka,KA/033/G/1,"Karnataka Medical College and Research Institute, Hubballi, Karnataka",Government,200,50,250
463,Tamil Nadu,TN/041/P/3,"Karpaga Vinayaga Institute of Medical Sciences, Maduranthagam",Private,150,0,150
464,Tamil Nadu,TN/042/P/3,"Karpagam Faculty of Medical Sciences & Research, Coimbatore",Private,150,0,150
465,Kerala,KL/021/P/3,"Karuna Medical College, Palakkad",Private,150,0,150
466,Karnataka,KA/034/G/1,"Karwar Institute of Medical Sciences, Karwar",Government,150,0,150
467,Karnataka,KA/035/P/3,"Kasturba Medical College, Mangalore",Private,250,0,250
468,Karnataka,KA/036/P/3,"Kasturba Medical College, Manipal",Private,250,0,250
469,Bihar,BR/010/P/4,"Katihar Medical College, Katihar",Private,200,0,200
470,Andhra Pradesh,AP/021/P/3,"Katuri Medical College, Guntur",Private,150,0,150
471,Karnataka,KA/037/P/3,"Kempegowda Institute of Medical Sciences, Bangalore",Private,250,0,250
472,Kerala,KL/022/P/3,"Kerala Medical College, Mangode",Private,150,0,150
473,Karnataka,KA/038/P/4,"Khaja Bandanawaz University - Faculty of Medical Sciences, Gulbarga",Private,150,0,150
474,Tamil Nadu,TN/043/G/1,"Kilpauk Medical College, Chennai",Government,150,0,150
475,Uttar Pradesh,UP/048/G/1,"King George Medical University, Lucknow",Government,250,0,250
476,Gujarat,GJ/028/P/3,Kiran Medical College,Private,150,50,200
477,Maharashtra,MH/053/P/3,"KJ Somaiyya Medical College & Research Centre, Mumbai",Private,100,0,100
478,Uttar Pradesh,UP/049/P/6,"KMC Medical College & Hospital, Maharajganj, Uttar Pradesh",Private,200,50,250
479,Tamil Nadu,TN/044/P/5,"KMCH Institute of Health Sciences and Research, Coimbatore",Private,150,0,150
480,Kerala,KL/023/P/3,"KMCT Medical College, Kozhikode, Calicut",Private,250,0,250
481,Karnataka,KA/039/G/1,"Kodagu Institute of Medical Sciences, Kodagu",Government,150,0,150
482,Assam,AS/008/G/1,Kokrajhar Medical College,Government,100,0,100
483,Andhra Pradesh,AP/022/P/4,"Konaseema Institute of Medical Sciences & Research Foundation, Amalapuram",Private,200,50,250
484,Karnataka,KA/040/G/1,"Koppal Institute of Medical Sciences, Koppal",Government,150,0,150
485,West Bengal,WB/023/P/3,"KPC Medical College, Jadavpur, Kolkata",Private,200,0,200
486,Maharashtra,MH/054/P/3,"Krishna Institute of Medical Sciences, Karad",Private,250,0,250
487,Uttar Pradesh,UP/050/P/3,"Krishna Mohan Medical College & Hospital, Mathura",Private,200,50,250
488,West Bengal,WB/024/P/5,"Krishnanagar Institute of Medical Sciences Pvt. Ltd Krishnanagar, Nadia (WB)",Private,150,100,250
489,Andhra Pradesh,AP/023/G/1,"Kurnool Medical College, Kurnool",Government,250,0,250
490,Madhya Pradesh,MP/019/P/3,"L.N. Medical College and Research Centre, Bhopal",Private,250,0,250
491,Delhi,DL/008/G/1,"Lady Hardinge Medical College, New Delhi",Government,240,0,240
492,Assam,AS/009/G/1,Lakhimpur Medical College,Government,100,0,100
493,Chhattisgarh,CG/008/G/1,"Late Shri Baliram Kashyap Memorial NDMC Govt. Medical College, Jagdalpur",Government,125,25,150
494,Chhattisgarh,CG/009/G/1,"Late Shri Lakhi Ram Agrawal Memorial Govt. Medical College, Raigarh",Government,100,0,100
495,Jharkhand,JH/003/P/3,Laxmi Chandravansi Medical College & Hospital,Private,100,50,150
496,Uttar Pradesh,UP/051/G/1,"LLRM Medical College, Meerut",Government,150,0,150
497,Madhya Pradesh,MP/020/P/4,"LNCT Medical College & Sewakunj Hospital, Indore",Private,150,100,250
498,Maharashtra,MH/055/G/1,"Lokmanya Tilak Municipal Medical College, Sion, Mumbai",Government,200,0,200
499,Bihar,BR/011/P/4,"Lord Buddha Koshi Medical College and Hospital, Saharsa",Private,150,50,200
500,Kerala,KL/024/P/4,"M E S Medical College , Perintalmanna Malappuram Distt.Kerala",Private,150,50,200
501,Madhya Pradesh,MP/021/G/1,"M G M Medical College, Indore",Government,250,0,250
502,Jharkhand,JH/004/G/1,"M G M Medical College, Jamshedpur",Government,150,0,150
503,Karnataka,KA/041/P/3,"M S Ramaiah Medical College, Bangalore",Private,150,50,200
504,Chattisgarh,New Establishment,MAA PADMAVATI INSTITUTE OF MEDICAL SCIENCES,Private,0,100,100
505,Tamil Nadu,TN/045/P/3,"Madha Medical College and Hospital, Thandalam, Chennai",Private,150,0,150
506,Bihar,BR/012/P/3,"Madhubani Medical College, Madhubani",Private,250,0,250
507,Tamil Nadu,TN/046/G/1,"Madras Medical College, Chennai",Government,250,0,250
508,Tamil Nadu,TN/047/G/1,"Madurai Medical College, Madurai",Government,250,0,250
509,Bihar,BR/013/P/3,MAHABODHI MEDICAL COLLEGE & HOSPITAL,Private,100,50,150
510,Karnataka,KA/042/P/4,"Mahadevappa Rampure Medical College, Kalaburagi, Gulbarga",Private,200,50,250
511,Uttar Pradesh,UP/052/G/1,"Mahamaya Rajkiya Allopathic Medical College, Ambedkarnagar",Government,100,0,100
512,Haryana,HR/008/P/4,"Maharaja Agrasen Medical College, Agroha",Private,100,0,100
513,Andhra Pradesh,AP/024/P/3,"Maharajah Institute of Medical Sciences, Vizianagaram",Private,200,0,200
514,Uttar Pradesh,UP/053/G/1,"Maharani Laxmi Bai Medical College, Jhansi",Government,150,0,150
515,Maharashtra,MH/056/P/3,"Maharashtra Institute of Medical Education & Research, Talegaon, Pune",Private,150,0,150
516,Maharashtra,MH/057/P/3,"Maharashtra Institute of Medical Sciences & Research, Latur",Private,150,0,150
517,Haryana,HR/009/G/1,"Maharishi Chyawan Medical College, Koriawas",Government,100,0,100
518,Haryana,HR/010/P/3,"Maharishi Markandeshwar College of Medical Sciences & Research, Sadopur",Private,150,50,200
519,Haryana,HR/011/P/3,"Maharishi Markandeshwar Institute Of Medical Sciences & Research, Mullana, Ambala",Private,200,50,250
520,Himachal Pradesh,HP/005/P/3,"Maharishi Markandeshwar Medical College & Hospital, Solan",Private,150,0,150
521,Uttar Pradesh,UP/054/G/1,"Maharshi Devraha Baba Autonomous State Medical College, Deoria",Government,100,0,100
522,Maharashtra,MH/058/P/4,"Mahatma Gandhi Institute of Medical Sciences, Sevagram, Wardha",Private,100,0,100
523,Puducherry,PY/003/P/3,"Mahatma Gandhi Medical College & Research Institute, Pondicherry",Private,250,0,250
524,Rajasthan,RJ/037/P/3,"Mahatma Gandhi Medical College and Hospital, Sitapur, Jaipur",Private,250,0,250
525,Maharashtra,MH/059/P/3,"Mahatma Gandhi Mission Medical College, Vashi",Private,100,0,100
526,Maharashtra,MH/060/P/3,"Mahatma Gandhi Missions Medical College, Aurangabad",Private,250,0,250
527,Maharashtra,MH/061/P/3,"Mahatma Gandhi Missions Medical College, Kamothe, Navi Mumbai",Private,200,50,250
528,Maharashtra,MH/062/P/3,"Mahatma Gandhi Missions Medical College, Nerul, Navi Mumbai",Private,50,0,50
529,Maharashtra,MH/063/P/3,"Mahatma Gandhi Missions Medical College, Panvel",Private,100,0,100
530,Uttar Pradesh,UP/055/G/1,Mahatma Vidur Autonomous State Medical College,Government,100,0,100
531,Madhya Pradesh,MP/022/P/4,"Mahaveer Institute of Medical Sciences & Research, Bhopal",Private,150,0,150
532,Telangana,TS/047/P/3,"Mahavir Institute of Medical Sciences, Vikarabad, Telengana",Private,200,0,200
533,Telangana,TS/048/P/4,"Maheshwara Medical College, Chitkul, Patancheru, Medak",Private,150,100,250
534,Odisha,OD/012/G/1,"Mahraja Jajati Keshari Medical College (previously Government Medical College and Hospital, Jajpur Odhisha)",Government,50,0,50
535,Kerala,KL/025/P/3,"Malabar Medical College, Kozhikode, Calicut",Private,250,0,250
536,Kerala,KL/026/P/3,"Malankara Orthodox Syrian Church Medical College, Kolenchery",Private,100,0,100
537,Maharashtra,MH/064/P/4,MALATI MULTISPECIALITY HOSPITAL AND MEDICAL COLLEGE,Private,50,0,50
538,West Bengal,WB/025/G/1,"Malda Medical College & Hospital, Malda",Government,125,25,150
539,Telangana,TS/049/P/4,"Malla Reddy Institute of Medical Sciences, Hyderabad",Private,200,50,250
540,Telangana,TS/050/P/4,"Mallareddy Medical College for Women, Hyderabad",Private,200,50,250
541,Telangana,TS/051/P/4,"Mamata Academy of Medical Sciences, Bachupally",Private,150,50,200
542,Telangana,TS/052/P/4,"Mamata Medical College, Khammam",Private,200,0,200
543,Karnataka,KA/043/G/1,"Mandya Institute of Medical Sciences, Mandya",Government,150,50,200
544,Jharkhand,JH/005/P/3,"Manipal Tata Medical College,Baridih Jameshedpur",Private,200,50,250
545,Madhya Pradesh,MP/023/P/4,MANSAROVAR MEDICAL COLLEGE AND MGU HOSPITAL,Private,150,100,250
546,Bihar,BR/014/P/3,"Mata Gujri Memorial Medical College, Kishanganj",Private,150,50,200
547,Gujarat,GJ/029/P/3,Matushri prabhaben khodabhai boghara medical college & research centre,Private,150,0,150
548,Delhi,DL/005/G/1,"Maulana Azad Medical College, New Delhi",Government,250,0,250
549,Maharashtra,New Establishment,Mauli Medical College Hospital & Research Center,Private,0,100,100
550,Gujarat,GJ/030/G/1,"Medical College, Baroda",Government,250,0,250
551,Kerala,KL/027/G/1,"Medical College, Thiruvananthapuram",Government,250,0,250
552,Telangana,TS/053/P/5,"Mediciti Institute Of Medical Sciences, Ghanpur",Private,150,0,150
553,Tamil Nadu,TN/048/P/3,"Meenakshi Medical College and Research Institute, Enathur",Private,250,0,250
554,Tamil Nadu,TN/049/P/3,Melmaruvathur Adiparasakthi Instt. Medical Sciences and Research,Private,150,50,200
555,West Bengal,WB/026/G/1,"Midnapore Medical College, Midnapore",Government,200,0,200
556,Odisha,OD/013/G/1,"MKCG Medical College, Berhampur",Government,250,0,250
557,Telangana,TS/054/P/3,"MNR Medical College & Hospital, Sangareddy",Private,150,100,250
558,Uttar Pradesh,UP/057/G/1,"Moti Lal Nehru Medical College, Allahabad",Government,200,0,200
559,Kerala,KL/028/P/4,"Mount Zion Medical College, Chayalode, Ezhamkulam Adoor, Pathanamthitta",Private,150,0,150
560,Gujarat,GJ/031/G/1,"MP Shah Medical College, Jamnagar",Government,250,0,250
561,West Bengal,WB/027/G/1,"Murshidabad Medical College & Hospitals, Murshidabad",Government,125,25,150
562,Uttar Pradesh,UP/058/P/3,"Muzaffarnagar Medical College, Muzaffarnagar",Private,200,50,250
563,Karnataka,KA/044/P/4,"MVJ Medical College and Research Hospital, Bangalore",Private,250,0,250
564,Karnataka,KA/045/G/1,"Mysore Medical College and Research Instt. (Prev.name Government Medical College), Mysore",Government,250,0,250
565,Maharashtra,MH/065/P/4,"N. K. P. Salve Instt. of Medical Sciences and Research Centre and Lata Mangeshkar Hospital, Nagpur",Private,250,0,250
566,Haryana,HR/012/P/3,"N.C. Medical College & Hospital, Panipat",Private,200,0,200
567,Nagaland,NL/001/G/1,Nagaland Institute of Medical Sciences & Research,Government,100,0,100
568,Assam,AS/010/G/1,Nagaon Medical College,Government,100,0,100
569,Bihar,BR/015/G/1,"Nalanda Medical College, Patna",Government,150,50,200
570,Assam,AS/011/G/1,"Nalbari Medical College, Nalbari",Government,100,0,100
571,Dadar & Nagar Haveli ND/001/G/1,,"NAMO Medical Education and Research Institute, Silvassa (Formerly known as Shri Vinoba Bhave Institute of Medical Sciences, (Govt. Medical College) Silvassa, U.T)",Government,177,0,177
572,Tamil Nadu,TN/050/P/3,Nandha Medical College & Hospital Erode,Private,150,0,150
