institute,quota,category,closing_rank,candidates_seen,state
NETAJI SUBHASH CHANDRA BOSE MC,AIQ,ST,12425,3,Madhya Pradesh
NILRATAN SIRKAR MEDICAL COLLEGE,AIQ,EWS,5600,4,West Bengal
NILRATAN SIRKAR MEDICAL COLLEGE,AIQ,General,26078,17,West Bengal
NILRATAN SIRKAR MEDICAL COLLEGE,AIQ,OBC,5052,10,West Bengal
NILRATAN SIRKAR MEDICAL COLLEGE,AIQ,SC,10129,4,West Bengal
NILRATAN SIRKAR MEDICAL COLLEGE,AIQ,ST,12598,1,West Bengal
NORTH BENGAL MED.COLL,AIQ,EWS,7605,3,West Bengal
NORTH BENGAL MED.COLL,AIQ,General,6143,7,West Bengal
NORTH BENGAL MED.COLL,AIQ,OBC,7001,11,West Bengal
NORTH BENGAL MED.COLL,AIQ,SC,12281,5,West Bengal
NORTH BENGAL MED.COLL,AIQ,ST,13406,3,West Bengal
Nagaon Medical college,AIQ,EWS,9584,1,Assam
Nagaon Medical college,AIQ,General,26577,5,Assam
Nagaon Medical college,AIQ,OBC,9351,6,Assam
Nagaon Medical college,AIQ,SC,13741,1,Assam
Nalbari Medical College & Hospital Dakhingaon,AIQ,EWS,9633,2,Assam
Nalbari Medical College & Hospital Dakhingaon,AIQ,General,9287,5,Assam
Nalbari Medical College & Hospital Dakhingaon,AIQ,OBC,9325,3,Assam
Nalbari Medical College & Hospital Dakhingaon,AIQ,SC,13079,2,Assam
Nalbari Medical College & Hospital Dakhingaon,AIQ,ST,14193,1,Assam
Osmania Medical College Koti,AIQ,EWS,4634,3,Telangana
Osmania Medical College Koti,AIQ,General,26600,14,Telangana
Osmania Medical College Koti,AIQ,OBC,3568,12,Telangana
Osmania Medical College Koti,AIQ,SC,10431,5,Telangana
Osmania Medical College Koti,AIQ,ST,11156,2,Telangana
PATNA MEDICAL COLLEGE,AIQ,EWS,4040,4,Bihar
PATNA MEDICAL COLLEGE,AIQ,General,22453,10,Bihar
PATNA MEDICAL COLLEGE,AIQ,OBC,3528,9,Bihar
PATNA MEDICAL COLLEGE,AIQ,SC,10870,5,Bihar
PATNA MEDICAL COLLEGE,AIQ,ST,12142,2,Bihar
PT. B.D. SHARMA PGIMS,AIQ,EWS,4189,5,Haryana
PT. B.D. SHARMA PGIMS,AIQ,General,3194,10,Haryana
PT. B.D. SHARMA PGIMS,AIQ,OBC,3724,11,Haryana
PT. B.D. SHARMA PGIMS,AIQ,SC,10493,6,Haryana
PT. B.D. SHARMA PGIMS,AIQ,ST,12140,3,Haryana
Phulo Jhano Medical College,AIQ,EWS,8515,1,Jharkhand
Phulo Jhano Medical College,AIQ,General,7832,4,Jharkhand
Phulo Jhano Medical College,AIQ,OBC,8301,6,Jharkhand
Phulo Jhano Medical College,AIQ,SC,13359,2,Jharkhand
Phulo Jhano Medical College,AIQ,ST,13467,1,Jharkhand
Prafulla Chandra Sen Government Medical College & Hospital,AIQ,EWS,9274,2,West Bengal
Prafulla Chandra Sen Government Medical College & Hospital,AIQ,General,8672,2,West Bengal
Prafulla Chandra Sen Government Medical College & Hospital,AIQ,OBC,8962,6,West Bengal
Prafulla Chandra Sen Government Medical College & Hospital,AIQ,SC,13096,2,West Bengal
Prafulla Chandra Sen Government Medical College & Hospital,AIQ,ST,13750,1,West Bengal
Pt. D.D.U MEDICAL COLLEGE,AIQ,EWS,4671,2,Gujarat
Pt. D.D.U MEDICAL COLLEGE,AIQ,General,25849,11,Gujarat
Pt. D.D.U MEDICAL COLLEGE,AIQ,OBC,4566,10,Gujarat
Pt. D.D.U MEDICAL COLLEGE,AIQ,SC,11116,4,Gujarat
Pt. D.D.U MEDICAL COLLEGE,AIQ,ST,12306,2,Gujarat
Pt. J N M MEDICAL COLLEGE,AIQ,EWS,6379,3,Chhattisgarh
Pt. J N M MEDICAL COLLEGE,AIQ,General,4782,10,Chhattisgarh
Pt. J N M MEDICAL COLLEGE,AIQ,OBC,5875,11,Chhattisgarh
Pt. J N M MEDICAL COLLEGE,AIQ,SC,11355,3,Chhattisgarh
Pt. J N M MEDICAL COLLEGE,AIQ,ST,12972,3,Chhattisgarh
Pt. Jawahar Lal Nehru Govt. Med. College,AIQ,EWS,5938,3,Himachal Pradesh
Pt. Jawahar Lal Nehru Govt. Med. College,AIQ,General,5269,5,Himachal Pradesh
Pt. Jawahar Lal Nehru Govt. Med. College,AIQ,OBC,5727,6,Himachal Pradesh
Pt. Jawahar Lal Nehru Govt. Med. College,AIQ,SC,11825,2,Himachal Pradesh
Pt. Jawahar Lal Nehru Govt. Med. College,AIQ,ST,11911,1,Himachal Pradesh
Pt. Raghunath Murmu Med. College,AIQ,EWS,7849,2,Odisha
Pt. Raghunath Murmu Med. College,AIQ,General,26464,6,Odisha
Pt. Raghunath Murmu Med. College,AIQ,OBC,7877,5,Odisha
Pt. Raghunath Murmu Med. College,AIQ,SC,12181,2,Odisha
Pt. Raghunath Murmu Med. College,AIQ,ST,14412,2,Odisha
R.G. KAR MEDICAL COLLEGE,AIQ,EWS,5399,3,West Bengal
R.G. KAR MEDICAL COLLEGE,AIQ,General,23268,14,West Bengal
R.G. KAR MEDICAL COLLEGE,AIQ,OBC,5675,11,West Bengal
R.G. KAR MEDICAL COLLEGE,AIQ,SC,11458,5,West Bengal
R.G. KAR MEDICAL COLLEGE,AIQ,ST,13001,2,West Bengal
R.N.T. MEDICAL COLLEGE,AIQ,EWS,3931,2,Rajasthan
R.N.T. MEDICAL COLLEGE,AIQ,General,21188,12,Rajasthan
R.N.T. MEDICAL COLLEGE,AIQ,OBC,3497,15,Rajasthan
R.N.T. MEDICAL COLLEGE,AIQ,SC,10350,5,Rajasthan
R.N.T. MEDICAL COLLEGE,AIQ,ST,11077,3,Rajasthan
RAICHUR INST. OF MEDICAL SCI.,AIQ,EWS,7699,1,Karnataka
RAICHUR INST. OF MEDICAL SCI.,AIQ,General,25832,10,Karnataka
RAICHUR INST. OF MEDICAL SCI.,AIQ,OBC,7614,5,Karnataka
RAICHUR INST. OF MEDICAL SCI.,AIQ,SC,13073,2,Karnataka
RAICHUR INST. OF MEDICAL SCI.,AIQ,ST,13975,2,Karnataka
RAJENDRA INST. OF MED. SCI.,AIQ,EWS,4639,2,Jharkhand
RAJENDRA INST. OF MED. SCI.,AIQ,General,20919,10,Jharkhand
RAJENDRA INST. OF MED. SCI.,AIQ,OBC,4069,8,Jharkhand
RAJENDRA INST. OF MED. SCI.,AIQ,SC,11762,3,Jharkhand
RAJENDRA INST. OF MED. SCI.,AIQ,ST,12662,2,Jharkhand
RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,AIQ,EWS,9461,4,Andhra Pradesh
RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,AIQ,General,7500,3,Andhra Pradesh
RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,AIQ,OBC,8425,14,Andhra Pradesh
RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,AIQ,SC,12675,3,Andhra Pradesh
RAJIV GANDHI INSTITUTE OF MEDICAL SCIENCES,AIQ,ST,14245,2,Andhra Pradesh
RAJIV GANDHI MEDICAL COLLEGE,AIQ,EWS,5659,1,Maharashtra
RAJIV GANDHI MEDICAL COLLEGE,AIQ,General,20209,7,Maharashtra
RAJIV GANDHI MEDICAL COLLEGE,AIQ,OBC,5119,3,Maharashtra
RAJIV GANDHI MEDICAL COLLEGE,AIQ,SC,11060,2,Maharashtra
RAJIV GANDHI MEDICAL COLLEGE,AIQ,ST,12647,1,Maharashtra
RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,AIQ,EWS,9023,2,West Bengal
RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,AIQ,General,8371,4,West Bengal
RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,AIQ,OBC,8612,5,West Bengal
RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,AIQ,SC,12961,1,West Bengal
RAMPURHAT GOVT MEDICAL COLLEGE RAMPURHAT,AIQ,ST,14160,1,West Bengal
REGIONAL INST OF MEDICAL SCI,AIQ,EWS,9036,3,Manipur
REGIONAL INST OF MEDICAL SCI,AIQ,General,15254,5,Manipur
REGIONAL INST OF MEDICAL SCI,AIQ,OBC,7672,7,Manipur
REGIONAL INST OF MEDICAL SCI,AIQ,SC,11929,3,Manipur
REGIONAL INST OF MEDICAL SCI,AIQ,ST,11767,1,Manipur
RIMS,AIQ,EWS,9423,3,Andhra Pradesh
RIMS,AIQ,General,26295,6,Andhra Pradesh
RIMS,AIQ,OBC,8376,4,Andhra Pradesh
RIMS,AIQ,SC,12400,3,Andhra Pradesh
RIMS,AIQ,ST,13711,1,Andhra Pradesh
RIMS Srikakulam,AIQ,EWS,9526,3,Andhra Pradesh
RIMS Srikakulam,AIQ,General,8419,9,Andhra Pradesh
RIMS Srikakulam,AIQ,OBC,8656,14,Andhra Pradesh
RIMS Srikakulam,AIQ,SC,12712,5,Andhra Pradesh
RIMS Srikakulam,AIQ,ST,14262,3,Andhra Pradesh
RUHS College of Medical Sciences,AIQ,EWS,3290,2,Rajasthan
RUHS College of Medical Sciences,AIQ,General,25334,6,Rajasthan
RUHS College of Medical Sciences,AIQ,OBC,2915,7,Rajasthan
RUHS College of Medical Sciences,AIQ,SC,10065,2,Rajasthan
RUHS College of Medical Sciences,AIQ,ST,10916,2,Rajasthan
Raiganj Government Medical College,AIQ,EWS,9150,2,
Raiganj Government Medical College,AIQ,General,8059,4,
Raiganj Government Medical College,AIQ,OBC,8539,3,
Raiganj Government Medical College,AIQ,SC,13237,2,
Raiganj Government Medical College,AIQ,ST,14466,2,
Raja Rajeswari Medical College Bengaluru,AIQ,EWS,18852,2,Karnataka
Raja Rajeswari Medical College Bengaluru,AIQ,General,18947,139,Karnataka
Raja Rajeswari Medical College Bengaluru,AIQ,OBC,18869,53,Karnataka
Raja Rajeswari Medical College Bengaluru,AIQ,SC,18900,6,Karnataka
Raja Rajeswari Medical College Bengaluru,AIQ,ST,18466,2,Karnataka
Rajah Muthiah Medical College,AIQ,EWS,9599,2,Tamil Nadu
Rajah Muthiah Medical College,AIQ,General,5894,4,Tamil Nadu
Rajah Muthiah Medical College,AIQ,OBC,6207,10,Tamil Nadu
Rajah Muthiah Medical College,AIQ,SC,11657,1,Tamil Nadu
Rajah Muthiah Medical College,AIQ,ST,14220,1,Tamil Nadu
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,AIQ,EWS,6987,1,Maharashtra
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,AIQ,General,17388,7,Maharashtra
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,AIQ,OBC,7035,6,Maharashtra
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,AIQ,SC,12705,3,Maharashtra
Rajarshee Chhatrapati Shahu Maharaj Government Medical College Kolhapur,AIQ,ST,13602,2,Maharashtra
Rajiv Gandhi Institute Medical Sce of Adilabad,AIQ,EWS,8985,2,Telangana
Rajiv Gandhi Institute Medical Sce of Adilabad,AIQ,General,6977,5,Telangana
Rajiv Gandhi Institute Medical Sce of Adilabad,AIQ,OBC,7967,5,Telangana
Rajiv Gandhi Institute Medical Sce of Adilabad,AIQ,SC,12057,2,Telangana
Rajiv Gandhi Institute Medical Sce of Adilabad,AIQ,ST,12092,1,Telangana
Rajkiya Medical College,AIQ,EWS,7348,1,Uttar Pradesh
Rajkiya Medical College,AIQ,General,6413,3,Uttar Pradesh
Rajkiya Medical College,AIQ,OBC,6498,6,Uttar Pradesh
Rajkiya Medical College,AIQ,SC,12434,3,Uttar Pradesh
Rajkiya Medical College,AIQ,ST,13302,2,Uttar Pradesh
Rajmata shrimati devendra kumari singhdeo government medical college,AIQ,EWS,8936,2,Chhattisgarh
Rajmata shrimati devendra kumari singhdeo government medical college,AIQ,General,8388,5,Chhattisgarh
Rajmata shrimati devendra kumari singhdeo government medical college,AIQ,OBC,8703,7,Chhattisgarh
Rajmata shrimati devendra kumari singhdeo government medical college,AIQ,SC,13145,3,Chhattisgarh
Rajmata shrimati devendra kumari singhdeo government medical college,AIQ,ST,14143,1,Chhattisgarh
Rangaraya Medical College,AIQ,EWS,6458,4,
Rangaraya Medical College,AIQ,General,26168,11,
Rangaraya Medical College,AIQ,OBC,5806,12,
Rangaraya Medical College,AIQ,SC,11182,6,
Rangaraya Medical College,AIQ,ST,13400,3,
Rani Durgavati Medical College,AIQ,EWS,7508,2,Uttar Pradesh
Rani Durgavati Medical College,AIQ,General,6367,2,Uttar Pradesh
Rani Durgavati Medical College,AIQ,OBC,6574,6,Uttar Pradesh
Rani Durgavati Medical College,AIQ,SC,12711,2,Uttar Pradesh
Rani Durgavati Medical College,AIQ,ST,12867,1,Uttar Pradesh
Rural Medical College and PIMS,AIQ,EWS,14082,12,Maharashtra
Rural Medical College and PIMS,AIQ,General,14252,89,Maharashtra
Rural Medical College and PIMS,AIQ,OBC,14254,57,Maharashtra
S.C.B. MEDICAL COLLEGE,AIQ,EWS,3909,5,Odisha
S.C.B. MEDICAL COLLEGE,AIQ,General,2372,9,Odisha
S.C.B. MEDICAL COLLEGE,AIQ,OBC,3871,13,Odisha
S.C.B. MEDICAL COLLEGE,AIQ,SC,10432,8,Odisha
S.C.B. MEDICAL COLLEGE,AIQ,ST,13011,3,Odisha
S.M.S. MEDICAL COLLEGE,AIQ,EWS,1773,5,Rajasthan
S.M.S. MEDICAL COLLEGE,AIQ,General,14954,12,Rajasthan
S.M.S. MEDICAL COLLEGE,AIQ,OBC,1570,13,Rajasthan
S.M.S. MEDICAL COLLEGE,AIQ,SC,7278,5,Rajasthan
S.M.S. MEDICAL COLLEGE,AIQ,ST,6975,2,Rajasthan
S.N. MEDICAL COLLEGE,AIQ,EWS,4817,5,Uttar Pradesh
S.N. MEDICAL COLLEGE,AIQ,General,3868,6,Uttar Pradesh
S.N. MEDICAL COLLEGE,AIQ,OBC,4540,12,Uttar Pradesh
S.N. MEDICAL COLLEGE,AIQ,SC,10990,4,Uttar Pradesh
S.N. MEDICAL COLLEGE,AIQ,ST,11992,2,Uttar Pradesh
S.S. MEDICAL COLLEGE,AIQ,EWS,5998,2,Madhya Pradesh
S.S. MEDICAL COLLEGE,AIQ,General,5330,9,Madhya Pradesh
S.S. MEDICAL COLLEGE,AIQ,OBC,6001,5,Madhya Pradesh
S.S. MEDICAL COLLEGE,AIQ,SC,12055,3,Madhya Pradesh
S.S. MEDICAL COLLEGE,AIQ,ST,12725,2,Madhya Pradesh
SARDAR PATEL MEDICAL COLLEGE,AIQ,EWS,3649,4,Rajasthan
SARDAR PATEL MEDICAL COLLEGE,AIQ,General,2713,4,Rajasthan
SARDAR PATEL MEDICAL COLLEGE,AIQ,OBC,3148,18,Rajasthan
SARDAR PATEL MEDICAL COLLEGE,AIQ,SC,10049,6,Rajasthan
SARDAR PATEL MEDICAL COLLEGE,AIQ,ST,10953,3,Rajasthan
SBKS Med. Inst. and Res. Centre,AIQ,EWS,24544,18,Gujarat
SBKS Med. Inst. and Res. Centre,AIQ,General,25024,160,Gujarat
SBKS Med. Inst. and Res. Centre,AIQ,OBC,24354,25,Gujarat
SBKS Med. Inst. and Res. Centre,AIQ,SC,18836,3,Gujarat
SDU Medical College,AIQ,EWS,15765,4,Karnataka
SDU Medical College,AIQ,General,15836,116,Karnataka
SDU Medical College,AIQ,OBC,15827,47,Karnataka
SDU Medical College,AIQ,SC,15637,1,Karnataka
SETH G.S. MEDICAL COLLEGE,AIQ,EWS,3468,4,Maharashtra
SETH G.S. MEDICAL COLLEGE,AIQ,General,852,15,Maharashtra
SETH G.S. MEDICAL COLLEGE,AIQ,OBC,2787,9,Maharashtra
SETH G.S. MEDICAL COLLEGE,AIQ,SC,7058,5,Maharashtra
SETH G.S. MEDICAL COLLEGE,AIQ,ST,11314,3,Maharashtra
SH VASANT RAO NAIK GOVT.M.C.,AIQ,EWS,7897,2,Maharashtra
SH VASANT RAO NAIK GOVT.M.C.,AIQ,General,26129,12,Maharashtra
SH VASANT RAO NAIK GOVT.M.C.,AIQ,OBC,7675,10,Maharashtra
SH VASANT RAO NAIK GOVT.M.C.,AIQ,SC,12828,4,Maharashtra
SH VASANT RAO NAIK GOVT.M.C.,AIQ,ST,13752,2,Maharashtra
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,AIQ,EWS,7322,2,Jharkhand
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,AIQ,General,6680,3,Jharkhand
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,AIQ,OBC,7078,6,Jharkhand
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,AIQ,SC,12663,3,Jharkhand
SHEIKH BHIKHARI MEDICAL COLLEGE & HOSPITAL,AIQ,ST,13632,1,Jharkhand
SHIMOGA INST. OF MEDICAL SCI.,AIQ,EWS,8540,3,Karnataka
SHIMOGA INST. OF MEDICAL SCI.,AIQ,General,5714,6,Karnataka
SHIMOGA INST. OF MEDICAL SCI.,AIQ,OBC,6935,7,Karnataka
SHIMOGA INST. OF MEDICAL SCI.,AIQ,SC,12615,4,Karnataka
SHIMOGA INST. OF MEDICAL SCI.,AIQ,ST,12782,2,Karnataka
SHKM GMC,AIQ,EWS,6607,2,Haryana
SHKM GMC,AIQ,General,22482,4,Haryana
SHKM GMC,AIQ,OBC,6403,8,Haryana
SHKM GMC,AIQ,SC,12351,3,Haryana
SHKM GMC,AIQ,ST,13352,1,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,EWS,6086,2,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,General,25179,7,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,OBC,5878,3,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,SC,11162,2,Haryana
SHRI ATAL BIHARI VAJPAYEE GOVERNMENT MEDICAL COLLEGE,AIQ,ST,12439,1,Haryana
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,EWS,8064,2,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,General,6890,8,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,OBC,7502,8,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,SC,12703,3,Maharashtra
SHRI BHAUSAHEB HIRE GOVT. M.C.,AIQ,ST,13785,2,Maharashtra
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,EWS,5421,2,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,General,22644,3,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,OBC,4305,7,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,SC,11012,2,Rajasthan
SHRI KALYAN GOVT MEDICAL COLLEGE SIKAR,AIQ,ST,11794,1,Rajasthan
SILCHAR MEDICAL COLLEGE,AIQ,EWS,8085,2,Assam
SILCHAR MEDICAL COLLEGE,AIQ,General,7762,6,Assam
SILCHAR MEDICAL COLLEGE,AIQ,OBC,8327,7,Assam
SILCHAR MEDICAL COLLEGE,AIQ,SC,12658,3,Assam
SILCHAR MEDICAL COLLEGE,AIQ,ST,12643,1,Assam
SJP Medical College,AIQ,EWS,6113,4,Rajasthan
SJP Medical College,AIQ,General,24117,7,Rajasthan
SJP Medical College,AIQ,OBC,5267,6,Rajasthan
SJP Medical College,AIQ,SC,11695,4,Rajasthan
SJP Medical College,AIQ,ST,12536,2,Rajasthan
SKIMS Medical College,AIQ,EWS,6877,2,Jammu and Kashmir
SKIMS Medical College,AIQ,General,4853,8,Jammu and Kashmir
SKIMS Medical College,AIQ,OBC,6931,4,Jammu and Kashmir
SKIMS Medical College,AIQ,SC,12360,2,Jammu and Kashmir
SKIMS Medical College,AIQ,ST,11286,2,Jammu and Kashmir
SLBS Govt. Medical College,AIQ,EWS,9386,7,Himachal Pradesh
SLBS Govt. Medical College,AIQ,General,8830,12,Himachal Pradesh
SLBS Govt. Medical College,AIQ,OBC,9382,19,Himachal Pradesh
SLBS Govt. Medical College,AIQ,SC,14946,7,Himachal Pradesh
SLBS Govt. Medical College,AIQ,ST,21689,4,Himachal Pradesh
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,EWS,7083,1,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,General,24708,7,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,OBC,7342,4,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,SC,12471,2,Uttarakhand
SOBAN SINGH JEENA GOVERNMENT INSTITUTE OF MEDICAL SCIENCE & RESEARCH,AIQ,ST,13208,1,Uttarakhand
SRI KRISHNA MEDICAL COLLEGE,AIQ,EWS,6528,3,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,General,5971,5,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,OBC,6338,7,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,SC,12393,1,Bihar
SRI KRISHNA MEDICAL COLLEGE,AIQ,ST,13388,1,Bihar
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,General,18653,23,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,OBC,18605,89,Tamil Nadu
SRI LALITHAMBIGAI MEDICAL COLLEGE & HOSPITAL,AIQ,SC,18613,7,Tamil Nadu
SRM Medical College and Hospital,AIQ,EWS,22441,2,Tamil Nadu
SRM Medical College and Hospital,AIQ,General,22595,155,Tamil Nadu
SRM Medical College and Hospital,AIQ,OBC,22560,57,Tamil Nadu
SRM Medical College and Hospital,AIQ,SC,22263,15,Tamil Nadu
SRM Medical College and Hospital,AIQ,ST,22462,4,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,EWS,5427,4,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,General,26578,11,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,OBC,1637,14,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,SC,6418,5,Tamil Nadu
STANLEY MEDICAL COLLEGE,AIQ,ST,11892,3,Tamil Nadu
SUH Maulana Mahmood Hasan Medical College,AIQ,EWS,6171,1,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,General,25269,6,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,OBC,6254,3,Uttar Pradesh
SUH Maulana Mahmood Hasan Medical College,AIQ,SC,12329,1,Uttar Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,EWS,9210,3,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,General,6906,8,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,OBC,7418,6,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,SC,12353,4,Andhra Pradesh
SVIMS - Sri Padmavathi Medical College for Women,AIQ,ST,14076,2,Andhra Pradesh
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,EWS,8090,4,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,General,7209,2,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,OBC,7388,10,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,SC,12862,3,Maharashtra
SWAMI RAMANAND TiRTH RURAL M.C,AIQ,ST,13638,1,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,EWS,11170,7,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,General,11193,103,Maharashtra
SYMBIOSIS MEDICAL COLLEGE FOR WOMEN PUNE,AIQ,OBC,11164,12,Maharashtra
Sagar Dutta Medical College & Hospital,AIQ,EWS,6066,1,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,General,26602,11,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,OBC,5865,4,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,SC,11522,2,West Bengal
Sagar Dutta Medical College & Hospital,AIQ,ST,13448,1,West Bengal
Saheed Laxman Nayak Med. College and Hos.,AIQ,EWS,9178,3,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,General,7443,4,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,OBC,8526,7,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,SC,12145,3,Odisha
Saheed Laxman Nayak Med. College and Hos.,AIQ,ST,14359,1,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,EWS,9112,1,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,General,26012,5,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,OBC,8895,4,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,SC,12789,2,Odisha
Saheed Rendo Majhi Medical College & Hospital,AIQ,ST,14564,1,Odisha
Santosh Medical College and Hospital,AIQ,EWS,22346,4,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,General,22658,99,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,OBC,22646,14,Uttar Pradesh
Santosh Medical College and Hospital,AIQ,SC,22505,6,Uttar Pradesh
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,EWS,8877,1,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,General,8490,5,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,OBC,8914,5,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,SC,12710,2,West Bengal
Sarat Chandra Chattopadhyay Govt. Medical College & Hospital,AIQ,ST,14241,1,West Bengal
Saveetha Medical College,AIQ,General,21529,115,Tamil Nadu
Saveetha Medical College,AIQ,OBC,21534,117,Tamil Nadu
Saveetha Medical College,AIQ,SC,21134,9,Tamil Nadu
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,EWS,6351,2,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,General,5779,4,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,OBC,6273,5,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,SC,12160,1,Jharkhand
Shaheed Nirmal Mahto Medical College & Hospital,AIQ,ST,12811,1,Jharkhand
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,EWS,5153,3,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,General,2154,8,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,OBC,4452,6,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,SC,10317,2,Karnataka
Shri Atal Bihari Vajpayee Medical College & Research Institute,AIQ,ST,10904,1,Karnataka
Shri Sathya Sai Medical College and Research Institute,AIQ,EWS,24344,2,Tamil Nadu
Shri Sathya Sai Medical College and Research Institute,AIQ,General,24547,110,Tamil Nadu
Shri Sathya Sai Medical College and Research Institute,AIQ,OBC,24557,104,Tamil Nadu
Shri Sathya Sai Medical College and Research Institute,AIQ,SC,24438,25,Tamil Nadu
Shri Sathya Sai Medical College and Research Institute,AIQ,ST,24068,3,Tamil Nadu
Siddartha Medical College,AIQ,EWS,7152,4,Andhra Pradesh
