Tamil Nadu|Government Medical College & Hospital Cuddalore, Since- 09-05-2025 (erstwhile Rajah Muthiah Medical College, cuddalore, T.N)|150|Government
Maharashtra|Government Medical College & Hospital, Baramati|100|Government
Uttar Pradesh|Government Medical College & Super facility Hospital, Azamgarh|100|Government
Maharashtra|Government Medical college and District Hospital, Ratnagiri|100|Government
Chattisgarh|Government Medical College Dantewada|50|Government
Jammu and Kashmir|Government Medical College Handwara|100|Government
Telangana|GOVERNMENT MEDICAL COLLEGE JANGAON|100|Government
Chattisgarh|Government Medical College Janjgir - Champa|50|Government
Kerala|Government Medical College Kasaragod|50|Government
Telangana|GOVERNMENT MEDICAL COLLEGE KHAMMAM|100|Government
Telangana|GOVERNMENT MEDICAL COLLEGE KUMURAM BHEEM ASIFAFABAD|100|Government
Maharashtra|Government Medical College L.T. Marg, Near L.T. Marg Police Station, Mumbai - 400001|50|Government
Telangana|Government Medical College Medak|50|Government
Odisha|GOVERNMENT MEDICAL COLLEGE PHULBANI , KANDHAMAL|100|Government
Madhya Pradesh|GOVERNMENT MEDICAL COLLEGE SINGRAULI|100|Government
Jammu and Kashmir|Government Medical College Udhampur|100|Government
Maharashtra|Government Medical College, Akola|200|Government
Maharashtra|Government Medical College, Alibag|100|Government
Rajasthan|Government Medical College, Alwar|100|Government
Maharashtra|Government Medical College, Ambernath|100|Government
Maharashtra|Government Medical College, Amravati|100|Government
Punjab|Government Medical College, Amritsar|250|Government
Andhra Pradesh|Government Medical College, Ananthapuram|200|Government
Jammu and Kashmir|Government Medical College, Anantnag|150|Government
Tamil Nadu|Government Medical College, Ariyalur|150|Government
Maharashtra|Government Medical College, Aurangabad|200|Government
Uttar Pradesh|Government Medical College, Badaun, U.P.|100|Government
Rajasthan|Government Medical College, Banswara|100|Government
Jammu and Kashmir|Government Medical College, Baramulla|150|Government
Rajasthan|Government Medical College, Baran|100|Government
Rajasthan|Government Medical College, Barmer|130|Government
Bihar|Government Medical College, Bettiah|120|Government
Telangana|Government Medical College, Bhadradri Kothagudem|150|Government
Maharashtra|Government Medical College, Bhandara|100|Government
Rajasthan|Government Medical College, Bharatpur, Rajasthan|150|Government
Gujarat|Government Medical College, Bhavnagar|200|Government
Rajasthan|Government Medical College, Bhilwara, Rajasthan|150|Government
Maharashtra|Government Medical College, Buldhana|100|Government
Rajasthan|Government Medical College, Bundi|100|Government
Chandigarh|Government Medical College, Chandigarh|200|Government
Maharashtra|Government Medical College, Chandrapur|150|Government
Madhya Pradesh|Government Medical College, Chhindwara, MP|150|Government
Rajasthan|Government Medical College, Chittorgarh|100|Government
Manipur|Government Medical College, Churachandpur|100|Government
Rajasthan|Government Medical College, Churu|150|Government
Madhya Pradesh|Government Medical College, Datia, MP|120|Government
Rajasthan|Government Medical College, Dausa|100|Government
Rajasthan|Government Medical College, Dholpur|100|Government
Tamil Nadu|Government Medical College, Dindigul|150|Government
Rajasthan|Government Medical College, Dungarpur|150|Government
Andhra Pradesh|Government Medical College, Eluru|150|Government
Kerala|Government Medical College, Ernakulam|110|Government
Uttar Pradesh|Government Medical College, Faizabad|100|Government
Uttar Pradesh|Government Medical College, Firozabad|100|Government
Maharashtra|Government Medical College, Gadchiroli|100|Government
Maharashtra|Government Medical College, Gondia|150|Government
Rajasthan|Government Medical College, Hanumangarh|100|Government
Uttarakhand|Government Medical College, Haridwar|100|Government
Maharashtra|Government Medical College, Hingoli|100|Government
